"","eta","lambda_obs","sigma0","rho","mu","nuC","pH","pU","pV","deltaC","deltaH","deltaU","deltaV","thetaH","epsilonC","epsilonH","LMH","LMU","LMV","LNH","LNU","LNV","ky","kc","cs","cd","cH","cU","cV","q0","qs","y_hobs","COST","LYG","ICER"
"291",0.1,0.214285714285714,0.19,0.52,0.046,54.2623585504315,0.07,0.079,0.069,0,0.3,0.47,0.44,0.7354,0.58,0.37,5.79,17.2,40.3,5.79,17.2,40.3,0.06,0.03,0,2200,522.81,1003.93,1332.35,0.95,0.8,0.015,17843372.3432709,372.7107585121,47874.583536315
"292",0.5,0.4,0.4,0.12,0.047,43.5948957310271,0.06,0.069,0.001,0,0.11,0.44,0.27,0.775,0.7,0.25,6.29,21.7,31.3,6.29,21.7,31.3,0.03,0,0,1900,522.81,703.93,2032.35,0.9,0.75,0.024,16341049.1720339,81.4792544660854,200554.72131051
"293",0.1,0.225,0.19,0.04,0.049,69.0539395242365,0.08,0.035,0.087,0,0.13,0.35,0.38,0.769,0.67,0.3,5.79,22.2,34.3,5.79,22.2,34.3,0,0.06,0,1950,572.81,953.93,1132.35,1,0.65,0.018,14528002.5732727,71.1157147884219,204286.810819455
"294",0.5,0.214285714285714,0.47,0.33,0.045,56.1354043814772,0.07,0.007,0.07,0,0.45,0.34,0.11,0.2088,0.14,0.08,6.79,19.2,23.3,6.79,19.2,23.3,0,0.03,0,2150,572.81,953.93,1682.35,1,0.65,0.015,17325977.8293993,269.362854048737,64322.0754791397
"295",0.6,0.3,0.78,0.56,0.05,49.440125439998,0.07,0.089,0.071,0,0.16,0.12,0.35,0.6181,0.33,0.43,6.79,18.2,31.8,6.79,18.2,31.8,0.03,0,0,1050,472.81,1203.93,2032.35,0.95,0.75,0.021,8378384.42612057,263.685675555223,31774.135657839
"296",0.7,0.2625,0.71,0.51,0.049,58.179997364586,0.08,0.006,0.081,0,0.37,0.43,0.4,0.8112,0.68,0.41,5.79,20.2,27.3,5.79,20.2,27.3,0.03,0,0,2100,422.81,803.93,1082.35,0.9,0.75,0.021,17822931.8230949,270.591602844412,65866.5370090694
"297",0.1,0.383333333333333,0.5,0.11,0.049,52.7380801670368,0.06,0.092,0.055,0,0.36,0.44,0.35,0.3601,0.21,0.19,6.29,21.2,40.8,6.29,21.2,40.8,0.03,0.06,0,1750,472.81,753.93,1182.35,0.95,0.75,0.023,12928983.047107,116.909665491808,110589.513644729
"298",0.9,0.4,0.07,0.41,0.047,52.520476782729,0.06,0.018,0.031,0,0.48,0.41,0.25,0.1936,0.16,0.04,6.79,13.7,27.8,6.79,13.7,27.8,0.03,0,0,1100,422.81,903.93,1132.35,0.8,0.8,0.024,9439187.19219081,44.2718223699221,213209.818049047
"299",0.3,0.228571428571429,0.21,0.42,0.046,90.1230333341561,0.07,0.075,0.085,0,0.24,0.35,0.11,0.8827,0.83,0.31,6.29,13.2,40.8,6.29,13.2,40.8,0.03,0.03,0,1950,522.81,703.93,1782.35,0.9,0.65,0.016,15763948.7565577,416.712382238959,37829.3264813955
"300",0.9,0.3,0.41,0.29,0.047,52.2681353433776,0.07,0.026,0.01,0,0.12,0.41,0.25,0.7657,0.67,0.29,5.79,15.2,28.3,5.79,15.2,28.3,0.06,0.03,0,1950,422.81,653.93,1732.35,0.9,0.7,0.021,15682057.6581191,55.8769087917913,280653.636666868
"301",0.3,0.328571428571429,0.36,0.49,0.05,75.3112120891131,0.07,0.058,0.071,0,0.37,0.11,0.42,0.6288,0.42,0.36,6.79,11.7,34.8,6.79,11.7,34.8,0,0.06,0,1950,572.81,703.93,1082.35,1,0.85,0.023,14346126.7397685,280.545275937121,51136.5828273077
"302",0.7,0.285714285714286,0.16,0.05,0.048,71.8666184139294,0.07,0.029,0.089,0,0.24,0.25,0.27,0.5582,0.53,0.06,5.79,20.2,27.8,5.79,20.2,27.8,0.06,0.03,0,1200,372.81,1053.93,1082.35,0.8,0.75,0.02,9626368.81440739,31.1521032310716,309011.842410881
"303",0,0.225,0.17,0.07,0.047,77.7330263827454,0.08,0.044,0.092,0,0.41,0.42,0.27,0.8275,0.75,0.31,6.29,12.7,22.3,6.29,12.7,22.3,0.06,0.03,0,1600,422.81,903.93,1432.35,0.9,0.8,0.018,12900290.5638935,87.5355925144836,147371.945437612
"304",0.4,0.225,0.07,0.76,0.046,92.2616058612686,0.08,0.016,0.013,0,0.4,0.4,0.41,0.6717,0.51,0.33,5.79,21.7,29.8,5.79,21.7,29.8,0.03,0.06,0,1650,472.81,1053.93,1682.35,1,0.8,0.018,12365031.1828731,425.974604752366,29027.6252267699
"305",0.6,0.285714285714286,0.73,0.84,0.05,42.3953094783938,0.07,0.029,0.096,0,0.39,0.35,0.17,0.4888,0.28,0.29,6.29,8.2,38.8,6.29,8.2,38.8,0.03,0.03,0,1850,672.81,1303.93,1332.35,0.95,0.8,0.02,14299585.4869583,309.854016201566,46149.4275990152
"306",0.9,0.328571428571429,0.14,0.36,0.046,40.0875453825165,0.07,0.04,0.077,0,0.3,0.42,0.16,0.8593,0.79,0.33,6.79,17.2,22.3,6.79,17.2,22.3,0.03,0,0,2350,472.81,703.93,1782.35,0.9,0.85,0.023,20441544.0411415,78.9668157717565,258862.458127033
"307",0.1,0.314285714285714,0.49,0.45,0.047,37.8668297739883,0.07,0.065,0.05,0,0.25,0.29,0.2,0.5032,0.28,0.31,6.29,18.2,26.3,6.29,18.2,26.3,0.03,0,0,1900,522.81,1053.93,1032.35,0.75,0.7,0.022,16503423.9786687,392.202850194911,42078.7966494051
"308",1,0.242857142857143,0.19,0.02,0.049,54.904301563309,0.07,0.081,0.065,0,0.14,0.24,0.25,0.4391,0.21,0.29,5.79,18.7,23.8,5.79,18.7,23.8,0,0.06,0,1350,572.81,853.93,1832.35,0.75,0.7,0.017,10022880.1503995,10.8357289017722,924984.395720741
"309",0.5,0.257142857142857,0.15,0.72,0.049,61.4192604639176,0.07,0.073,0.085,0,0.17,0.19,0.2,0.8875,0.85,0.25,5.79,21.2,21.8,5.79,21.2,21.8,0,0,0,800,472.81,903.93,1232.35,0.75,0.75,0.018,6739326.72777221,325.700850336289,20691.7689063869
