"","eta","lambda_obs","sigma0","rho","mu","nuC","pH","pU","pV","deltaC","deltaH","deltaU","deltaV","thetaH","epsilonC","epsilonH","LMH","LMU","LMV","LNH","LNU","LNV","ky","kc","cs","cd","cH","cU","cV","q0","qs","y_hobs","COST","LYG","ICER"
"2353",0.1,0.189655172413793,0.75,0.7,0.173,60.2576037747074,0.058,0.049,0.016,0,0.17,0.11,0.36,0.3592,0.11,0.28,6.29,12.7,34.3,6.29,12.7,34.3,0,0.03,0,950,472.81,853.93,1182.35,0.85,0.8,0.011,5877208.01746331,356.456626125713,16487.8630012914
"2354",1,0.114754098360656,0.02,0.67,0.087,87.2935722306549,0.061,0.057,0.083,0,0.23,0.19,0.16,0.51,0.3,0.3,6.29,14.2,23.8,6.29,14.2,23.8,0.03,0.06,0,1100,422.81,853.93,1682.35,0.9,0.75,0.007,7568559.06558913,6.383215562445,1185696.92524846
"2355",0.9,0.25531914893617,0.2,0.77,0.134,78.5564380125547,0.047,0.022,0.043,0,0.29,0.11,0.25,0.8504,0.78,0.32,6.29,24.2,33.3,6.29,24.2,33.3,0.03,0.06,0,600,622.81,1003.93,1882.35,0.75,0.65,0.012,3570553.21821956,89.1765961516921,40039.1287882971
"2356",0.7,0.184615384615385,0.46,0.33,0.138,47.0653572334964,0.065,0.021,0.091,0,0.34,0.28,0.39,0.9298,0.87,0.46,6.29,16.2,38.8,6.29,16.2,38.8,0.03,0,0,1600,522.81,653.93,1682.35,0.75,0.8,0.012,11134966.3210492,81.7101007374154,136274.049604132
"2357",0.3,0.125,0.33,0.71,0.089,50.0806389649808,0.064,0.043,0.052,0,0.48,0.25,0.11,0.109,0.1,0.01,5.79,23.2,27.8,5.79,23.2,27.8,0.06,0,0,850,472.81,1053.93,1332.35,0.8,0.8,0.008,6716953.98398148,280.36552452669,23957.8457277191
"2358",0.8,0.270833333333333,0.04,0.89,0.105,48.7180425216353,0.048,0.065,0.07,0,0.33,0.2,0.42,0.571,0.34,0.35,6.79,13.7,25.8,6.79,13.7,25.8,0.06,0.03,0,1600,672.81,803.93,1282.35,0.8,0.7,0.013,11249700.4934026,160.725242484723,69993.3645735322
"2359",0.7,0.274509803921569,0.3,0.63,0.183,76.7787833727185,0.051,0.053,0.004,0,0.3,0.16,0.16,0.6672,0.48,0.36,5.79,16.7,34.8,5.79,16.7,34.8,0.03,0,0,550,522.81,1303.93,1332.35,1,0.8,0.014,3366768.12133283,138.564182058798,24297.535418671
"2360",0.1,0.333333333333333,0.87,0.52,0.193,50.9747383967675,0.033,0.032,0.03,0,0.34,0.29,0.18,0.4815,0.39,0.15,6.29,17.2,21.3,6.29,17.2,21.3,0.03,0,0,1400,572.81,1053.93,1132.35,1,0.8,0.011,8741012.9951469,268.264478062462,32583.5647651854
"2361",0.8,0.224489795918367,0.65,0.72,0.102,49.7914417081298,0.049,0.016,0.053,0,0.12,0.3,0.32,0.6379,0.49,0.29,6.29,23.7,32.8,6.29,23.7,32.8,0.06,0.03,0,650,572.81,1153.93,1182.35,0.95,0.75,0.011,4430732.45531824,132.05016497822,33553.4034058118
"2362",0.7,0.256410256410256,0.38,0.39,0.161,33.6295038534094,0.039,0.015,0.026,0,0.49,0.11,0.26,0.441,0.14,0.35,5.79,11.2,38.3,5.79,11.2,38.3,0.03,0.06,0,1350,672.81,703.93,1582.35,1,0.8,0.01,7829653.46511432,94.1019001574441,83203.9889950611
"2363",0.3,0.245614035087719,0.36,0.75,0.133,94.0531665518295,0.057,0.039,0.063,0,0.36,0.45,0.11,0.7492,0.56,0.43,6.29,10.7,24.8,6.29,10.7,24.8,0.06,0.03,0,1300,522.81,853.93,1582.35,0.8,0.85,0.014,8548850.12920314,224.181354141772,38133.6358767682
"2364",0.3,0.272727272727273,0.14,0.62,0.178,86.179435671121,0.044,0.021,0.031,0,0.36,0.37,0.22,0.8053,0.67,0.41,6.79,24.2,31.3,6.79,24.2,31.3,0.03,0.06,0,2450,522.81,803.93,1132.35,0.85,0.8,0.012,13816682.3377303,250.434253883729,55170.8966463714
"2365",0.2,0.226415094339623,0.68,0.51,0.193,68.9883755566204,0.053,0.024,0.044,0,0.44,0.34,0.3,0.5275,0.37,0.25,5.79,24.2,40.8,5.79,24.2,40.8,0,0.03,0,2200,372.81,603.93,1432.35,0.85,0.75,0.012,12782111.1794783,288.860048438475,44250.1870666301
"2366",0.8,0.112903225806452,0.53,0.78,0.164,86.9101739065189,0.062,0.028,0.051,0,0.21,0.3,0.3,0.3862,0.34,0.07,6.29,13.7,35.3,6.29,13.7,35.3,0.03,0.03,0,1600,472.81,1203.93,1682.35,0.9,0.75,0.007,9937661.36206714,119.531409110478,83138.494191783
"2367",0.4,0.333333333333333,0.47,0.77,0.144,49.5642963288577,0.03,0.06,0.099,0,0.48,0.32,0.17,0.685,0.65,0.1,5.79,15.2,38.8,5.79,15.2,38.8,0.03,0.03,0,1900,672.81,1203.93,1932.35,0.9,0.85,0.01,12234149.5852233,232.860728008181,52538.4837961747
"2368",0.2,0.148936170212766,0.54,0.55,0.104,86.9101739065189,0.047,0.032,0.011,0,0.48,0.14,0.33,0.7912,0.76,0.13,6.79,9.2,33.8,6.79,9.2,33.8,0.03,0.06,0,1850,622.81,1253.93,1632.35,0.8,0.8,0.007,12217923.2071052,276.366387912467,44209.1503941316
"2369",0.3,0.194029850746269,0.89,0.25,0.139,65.9006329779779,0.067,0.024,0.047,0,0.3,0.44,0.1,0.855,0.71,0.5,6.79,20.2,32.3,6.79,20.2,32.3,0.03,0.06,0,1300,422.81,603.93,1732.35,0.95,0.75,0.013,7651355.29340728,201.459406935453,37979.6377334654
"2370",0.8,0.25531914893617,0.88,0.69,0.199,74.6213106891972,0.047,0.058,0.095,0,0.41,0.49,0.44,0.634,0.39,0.4,6.29,20.7,25.3,6.29,20.7,25.3,0.03,0.03,0,2200,422.81,703.93,1332.35,0.75,0.65,0.012,12005440.5485496,183.006098517508,65601.3140862681
