"","eta","lambda_obs","sigma0","rho","mu","nuC","pH","pU","pV","deltaC","deltaH","deltaU","deltaV","thetaH","epsilonC","epsilonH","LMH","LMU","LMV","LNH","LNU","LNV","ky","kc","cs","cd","cH","cU","cV","q0","qs","y_hobs","COST","LYG","ICER"
"4435",0.4,0.293333333333333,0.65,0.89,0.122,38.8333010184847,0.075,0.058,0.033,0,0.46,0.17,0.23,0.5534,0.23,0.42,6.29,11.7,32.3,6.29,11.7,32.3,0.03,0.06,0,2000,572.81,1203.93,1282.35,0.85,0.8,0.022,12353289.8633127,344.087885320682,35901.5541968289
"4436",0.8,0.12280701754386,0.75,0.2,0.123,73.0656522935248,0.114,0.067,0.071,0,0.29,0.41,0.43,0.541,0.1,0.49,6.29,18.7,38.3,6.29,18.7,38.3,0.03,0,0,2300,522.81,853.93,1582.35,0.85,0.8,0.014,16277153.8310499,68.7219324694179,236855.298536511
"4437",1,0.412280701754386,0.78,0.13,0.112,42.0782778931846,0.114,0.035,0.074,0,0.46,0.43,0.49,0.451,0.39,0.1,5.79,20.7,34.8,5.79,20.7,34.8,0.06,0.03,0,2200,522.81,1153.93,1982.35,0.75,0.65,0.047,12865546.5796722,180.314334280438,71350.6590089659
"4438",0.5,0.483333333333333,0.1,0.25,0.141,33.9170285481637,0.06,0.083,0.048,0,0.16,0.23,0.44,0.3736,0.13,0.28,6.29,18.7,26.3,6.29,18.7,26.3,0.03,0.06,0,2000,622.81,903.93,982.35,0.9,0.75,0.029,12053709.6842957,106.107797949933,113598.716750142
"4439",0.7,0.186991869918699,0.26,0.41,0.119,25.4482763492815,0.123,0.058,0.094,0,0.12,0.13,0.2,0.6787,0.37,0.49,6.29,14.2,19.3,6.29,14.2,19.3,0.03,0.03,0,900,522.81,903.93,1882.35,0.95,0.8,0.023,5951823.98614942,99.6063737415825,59753.4451117632
"4440",0.7,0.357664233576642,0.4,0.05,0.143,217.712196882981,0.137,0.076,0.063,0,0.1,0.17,0.28,0.862,0.85,0.08,5.79,16.7,33.3,5.79,16.7,33.3,0.06,0.03,0,1100,622.81,1203.93,1382.35,0.95,0.65,0.049,6190679.35792017,51.6991770291343,119744.253461356
"4441",1,0.258503401360544,0.04,0.49,0.145,67.920935829383,0.147,0.073,0.061,0,0.26,0.27,0.23,0.6931,0.69,0.01,6.29,15.7,27.8,6.29,15.7,27.8,0.03,0.03,0,600,572.81,1303.93,1482.35,0.95,0.75,0.038,3456635.76617499,47.3856484086496,72946.8917754437
"4442",0.7,0.161971830985915,0.66,0.29,0.08,44.7075942362008,0.142,0.06,0.012,0,0.38,0.44,0.27,0.6895,0.55,0.31,6.29,21.2,20.3,6.29,21.2,20.3,0,0,0,2050,472.81,1153.93,1732.35,0.85,0.75,0.023,15849429.1559842,176.821910555934,89634.9841835386
"4443",0.3,0.661290322580645,0.18,0.78,0.064,31.3365025212095,0.062,0.034,0.051,0,0.11,0.27,0.18,0.6262,0.58,0.11,6.79,15.2,22.3,6.79,15.2,22.3,0.03,0.06,0,650,522.81,853.93,1682.35,0.85,0.65,0.041,4373503.96414078,674.190085894895,6487.04876509057
"4444",0.2,0.371794871794872,0.72,0.11,0.09,38.3132746110112,0.078,0.034,0.036,0,0.31,0.47,0.36,0.4393,0.37,0.11,6.29,13.2,35.8,6.29,13.2,35.8,0.03,0.03,0,1300,422.81,1203.93,2082.35,0.85,0.65,0.029,9253309.09450319,122.681705777725,75425.3377538488
"4445",0.6,0.738461538461539,0.51,0.45,0.105,41.7270831971005,0.065,0.07,0.089,0,0.24,0.28,0.13,0.8597,0.77,0.39,6.29,8.2,32.8,6.29,8.2,32.8,0.03,0.03,0,1900,372.81,703.93,1932.35,0.8,0.85,0.048,12839692.3581103,170.707359496535,75214.6386422839
"4446",0.8,0.320512820512821,0.38,0.3,0.098,30.70755210383,0.078,0.042,0.014,0,0.11,0.21,0.38,0.8812,0.82,0.34,6.79,20.2,24.8,6.79,20.2,24.8,0.06,0.06,0,1550,572.81,853.93,1382.35,0.85,0.7,0.025,9978951.87009307,75.6417153801858,131923.923458603
"4447",0.9,0.521739130434783,0.84,0.87,0.138,48.6177591744198,0.069,0.046,0.061,0,0.11,0.32,0.44,0.6535,0.65,0.01,6.79,18.7,27.3,6.79,18.7,27.3,0.06,0.03,0,1600,572.81,653.93,1232.35,0.9,0.8,0.036,8779197.54442387,129.129780944751,67987.3959375806
"4448",1,0.323809523809524,0.41,0.2,0.09,78.4169333389349,0.105,0.087,0.017,0,0.15,0.28,0.15,0.916,0.88,0.3,6.79,14.2,18.8,6.79,14.2,18.8,0,0.06,0,1550,622.81,1103.93,982.35,0.9,0.75,0.034,9713626.48834718,70.1508617793888,138467.671557545
"4449",0.5,0.219512195121951,0.51,0.09,0.124,68.1697188254074,0.082,0.048,0.091,0,0.28,0.12,0.19,0.712,0.68,0.1,5.79,15.7,21.3,5.79,15.7,21.3,0,0,0,1300,572.81,1303.93,1382.35,0.95,0.65,0.018,9202365.68769056,90.5610367352929,101615.065589286
"4450",0.5,0.180555555555556,0.66,0.81,0.109,33.9504417402999,0.072,0.089,0.057,0,0.26,0.13,0.26,0.8841,0.81,0.39,5.79,9.7,36.3,5.79,9.7,36.3,0.03,0.06,0,1350,372.81,1053.93,1732.35,0.75,0.7,0.013,8665746.63650521,360.877797767408,24012.9669658714
"4451",0.4,0.120879120879121,0.86,0.76,0.146,34.5562411231617,0.091,0.044,0.062,0,0.44,0.16,0.12,0.1572,0.14,0.02,6.29,20.2,40.8,6.29,20.2,40.8,0.03,0.03,0,750,422.81,1103.93,1032.35,0.95,0.8,0.011,4848781.77512782,232.828302370756,20825.5685660011
"4452",0.8,0.424242424242424,0.58,0.42,0.117,32.1587101409274,0.099,0.056,0.021,0,0.22,0.29,0.25,0.6411,0.63,0.03,6.29,15.2,31.8,6.29,15.2,31.8,0,0.06,0,1000,472.81,1053.93,1382.35,0.95,0.75,0.042,5759811.45746814,164.266537957419,35063.8147555115
"4453",0.6,0.429824561403509,0.01,0.6,0.096,64.9634704172435,0.114,0.046,0.038,0,0.21,0.1,0.14,0.6031,0.51,0.19,6.79,10.7,19.3,6.79,10.7,19.3,0.06,0.03,0,1200,622.81,1003.93,1582.35,1,0.7,0.049,8195379.85702345,291.315323752824,28132.3335533736
"4454",0.5,0.236641221374046,0.49,0.5,0.112,114.453052987119,0.131,0.053,0.036,0,0.18,0.16,0.38,0.3113,0.29,0.03,5.79,9.7,35.8,5.79,9.7,35.8,0.03,0.06,0,650,472.81,703.93,1032.35,0.95,0.65,0.031,4110494.16715916,309.13106975687,13296.929908702
"4455",0.5,0.102362204724409,0.18,0.19,0.12,69.8621255351681,0.127,0.083,0.098,0,0.32,0.43,0.27,0.7454,0.62,0.33,6.79,14.2,30.3,6.79,14.2,30.3,0.03,0.06,0,950,422.81,1203.93,1632.35,0.8,0.65,0.013,5952186.96091522,112.867692176862,52735.9676282581
"4456",0.4,0.153061224489796,0.76,0.61,0.08,59.044264327098,0.098,0.039,0.017,0,0.11,0.16,0.42,0.6668,0.66,0.02,5.79,22.2,32.3,5.79,22.2,32.3,0.03,0,0,1250,622.81,603.93,1232.35,0.9,0.7,0.015,9874059.25798008,397.858335344591,24818.0278777571
"4457",0.7,0.177777777777778,0.23,0.07,0.123,40.7700985984017,0.09,0.075,0.026,0,0.49,0.26,0.46,0.7651,0.73,0.13,6.79,17.7,28.3,6.79,17.7,28.3,0.06,0.03,0,1550,422.81,853.93,2082.35,0.8,0.75,0.016,10387700.9840515,49.074156599288,211673.550884871
"4458",0.4,0.0785714285714286,0.2,0.14,0.107,27.9695847758081,0.14,0.048,0.066,0,0.34,0.4,0.21,0.734,0.65,0.24,6.29,8.7,23.3,6.29,8.7,23.3,0.03,0,0,900,472.81,1303.93,1282.35,0.9,0.85,0.011,6742886.43132557,61.4887653022074,109660.462333003
"4459",0.4,0.333333333333333,0.19,0.16,0.09,72.9992830569084,0.147,0.083,0.071,0,0.22,0.35,0.13,0.3112,0.18,0.16,6.79,22.2,27.8,6.79,22.2,27.8,0,0,0,1950,572.81,903.93,1332.35,0.9,0.75,0.049,14880355.8434652,112.183670278167,132642.797356945
"4460",0,0.142857142857143,0.45,0.02,0.083,54.5143738464687,0.084,0.087,0.061,0,0.43,0.49,0.35,0.7624,0.64,0.34,6.29,20.2,23.8,6.29,20.2,23.8,0,0,0,1400,422.81,1153.93,1282.35,0.9,0.7,0.012,11134926.7422228,46.0911038958066,241585.160715491
"4461",0.5,0.26027397260274,0.66,0.71,0.091,58.8950666406116,0.073,0.065,0.021,0,0.2,0.42,0.27,0.252,0.12,0.15,6.29,20.7,24.3,6.29,20.7,24.3,0.03,0.03,0,1750,372.81,1003.93,1182.35,0.95,0.7,0.019,12688980.9428071,379.772572375406,33412.0520169213
"4462",0.8,0.563380281690141,0.82,0.76,0.131,42.2592205452564,0.071,0.087,0.05,0,0.5,0.41,0.15,0.846,0.72,0.45,6.79,17.7,37.8,6.79,17.7,37.8,0,0.03,0,1700,672.81,853.93,1532.35,0.95,0.85,0.04,8814746.7445064,534.100779216044,16503.9016745955
"4463",0.5,0.115789473684211,0.43,0.41,0.131,79.0104920106323,0.095,0.048,0.038,0,0.38,0.24,0.21,0.811,0.73,0.3,6.29,15.2,39.3,6.29,15.2,39.3,0.03,0.03,0,550,372.81,1103.93,1882.35,0.95,0.85,0.011,3569059.98997136,131.068846066988,27230.4220039233
"4464",0.2,0.526881720430108,0.41,0.18,0.106,62.766818398625,0.093,0.058,0.054,0,0.43,0.18,0.5,0.3439,0.19,0.19,6.79,15.2,26.8,6.79,15.2,26.8,0.03,0.03,0,2450,672.81,1053.93,1282.35,0.95,0.85,0.049,16554712.8933009,115.070260528581,143866.128548384
"4465",0.9,0.155844155844156,0.4,0.27,0.097,75.6144054837256,0.077,0.047,0.091,0,0.38,0.38,0.46,0.7216,0.68,0.13,6.29,17.2,38.3,6.29,17.2,38.3,0.03,0.06,0,1350,472.81,1103.93,1782.35,0.95,0.85,0.012,8923850.76725752,54.5897160390159,163471.280211085
"4466",0.6,0.112068965517241,0.3,0.24,0.093,53.2876817017464,0.116,0.088,0.005,0,0.32,0.21,0.43,0.536,0.42,0.2,6.29,15.7,32.8,6.29,15.7,32.8,0.03,0,0,1900,422.81,753.93,1182.35,0.8,0.65,0.013,14809676.0280187,116.910257547344,126675.59150677
"4467",0.6,0.191011235955056,0.45,0.54,0.097,85.3563551080776,0.089,0.033,0.092,0,0.34,0.2,0.47,0.1981,0.19,0.01,6.79,14.2,24.8,6.79,14.2,24.8,0.03,0.03,0,1550,522.81,1053.93,1882.35,0.85,0.85,0.017,11052958.9113833,107.870808211211,102464.782591984
"4468",0.6,0.3,0.12,0.5,0.071,73.8538298830649,0.08,0.088,0.072,0,0.14,0.46,0.14,0.5688,0.56,0.02,6.79,20.7,32.3,6.79,20.7,32.3,0,0,0,1900,572.81,853.93,1882.35,0.75,0.7,0.024,15447091.9358394,207.937365971566,74287.2348298945
"4469",0.3,0.288888888888889,0.01,0.57,0.092,62.2789559813994,0.09,0.08,0.08,0,0.44,0.19,0.39,0.8,0.8,0,6.79,9.7,35.3,6.79,9.7,35.3,0.03,0.03,0,1650,672.81,1253.93,1682.35,0.8,0.85,0.026,11681197.9672768,233.664592644625,49991.3052083269
"4470",0.1,0.236111111111111,0.5,0.54,0.124,39.9995692229197,0.072,0.064,0.057,0,0.45,0.25,0.44,0.616,0.52,0.2,6.79,16.7,20.8,6.79,16.7,20.8,0.03,0.03,0,1900,572.81,1053.93,1532.35,0.85,0.75,0.017,12738671.9473665,381.664735095507,33376.6019650172
"4471",0.3,0.26241134751773,0.62,0.23,0.15,58.1323612349474,0.141,0.079,0.038,0,0.31,0.25,0.28,0.7194,0.54,0.39,6.29,15.7,33.3,6.29,15.7,33.3,0.06,0.03,0,750,622.81,603.93,1882.35,0.95,0.7,0.037,4267104.08734228,194.919723869467,21891.5972310727
"4472",0.7,0.35,0.23,0.55,0.145,70.9487848227822,0.14,0.067,0.031,0,0.43,0.41,0.21,0.5592,0.42,0.24,6.29,23.7,35.3,6.29,23.7,35.3,0,0.03,0,600,522.81,853.93,1132.35,1,0.85,0.049,3383758.20703016,184.393877856513,18350.7079864292
