"","eta","lambda_obs","sigma0","rho","mu","nuC","pH","pU","pV","deltaC","deltaH","deltaU","deltaV","thetaH","epsilonC","epsilonH","LMH","LMU","LMV","LNH","LNU","LNV","ky","kc","cs","cd","cH","cU","cV","q0","qs","y_hobs","COST","LYG","ICER"
"915",0.4,0.211111111111111,0.49,0.27,0.184,20.37392738608,0.09,0.038,0.037,0,0.4,0.37,0.27,0.3826,0.37,0.02,6.79,8.7,41.3,6.79,8.7,41.3,0.03,0,50,1000,372.81,1153.93,1332.35,0.95,0.7,0.019,4904360.74267437,158.131450102396,31014.4549961353
"916",0.6,0.333333333333333,0.71,0.23,0.111,37.0410155736709,0.09,0.037,0.046,0,0.48,0.42,0.43,0.4571,0.39,0.11,6.79,20.2,23.3,6.79,20.2,23.3,0,0,170,950,572.81,1153.93,1732.35,0.95,0.75,0.03,3782059.36252683,177.915790006951,21257.5812544747
"917",0.3,0.36,0.81,0.38,0.183,61.4192604639176,0.05,0.024,0.025,0,0.17,0.12,0.15,0.5788,0.19,0.48,6.29,22.7,40.3,6.29,22.7,40.3,0.06,0.03,0,2250,572.81,603.93,2082.35,0.95,0.8,0.018,13241760.3157957,159.555775294566,82991.4197173322
"918",0.9,0.54,0.8,0.9,0.195,39.7401997205584,0.05,0.087,0.011,0,0.26,0.39,0.33,0.7521,0.63,0.33,6.79,19.2,36.3,6.79,19.2,36.3,0.03,0,10,2000,622.81,1053.93,1532.35,0.85,0.65,0.027,10739405.738252,189.364352284166,56712.9219872183
"919",0.3,0.314285714285714,0.86,0.82,0.074,30.4139319275316,0.07,0.043,0.097,0,0.45,0.12,0.5,0.7424,0.72,0.08,5.79,18.7,22.3,5.79,18.7,22.3,0.03,0.06,10,850,472.81,953.93,1982.35,0.8,0.8,0.022,4540200.18273698,416.66156120417,10896.6139559781
"920",0.9,1.075,0.85,0.61,0.047,72.5986484534481,0.04,0.096,0.097,0,0.25,0.45,0.37,0.52,0.4,0.2,6.29,9.7,36.8,6.29,9.7,36.8,0.03,0.06,20,1800,622.81,853.93,2032.35,0.95,0.75,0.043,10699930.5168613,295.439205086366,36217.0298750072
"921",0.5,0.614285714285714,0.48,0.13,0.174,43.8885838752131,0.07,0.068,0.056,0,0.46,0.5,0.4,0.6596,0.54,0.26,6.29,19.7,37.8,6.29,19.7,37.8,0,0.06,40,1550,422.81,903.93,1282.35,0.9,0.85,0.043,8024502.4866873,132.514951396889,60555.4497971593
"922",0.3,1.125,0.61,0.67,0.127,43.9809723308797,0.04,0.063,0.098,0,0.18,0.34,0.2,0.2969,0.21,0.11,5.79,23.2,36.8,5.79,23.2,36.8,0,0.03,10,1150,372.81,1303.93,1382.35,0.85,0.75,0.045,6811768.5468581,363.015243336043,18764.4146407165
"923",0.4,0.214285714285714,0.46,0.71,0.124,51.7537714232808,0.07,0.016,0.082,0,0.44,0.18,0.47,0.7305,0.65,0.23,6.29,18.2,19.3,6.29,18.2,19.3,0.03,0,180,850,672.81,903.93,2032.35,0.8,0.7,0.015,-8649629.58579241,389.53536326179,-22204.9918994886
"924",0.5,0.344444444444444,0.35,0.76,0.046,52.4753375810787,0.09,0.032,0.017,0,0.19,0.39,0.48,0.265,0.25,0.02,6.29,9.2,39.3,6.29,9.2,39.3,0.03,0.06,160,1650,422.81,1153.93,1832.35,0.85,0.8,0.031,210473.864155367,277.951382185643,757.232658820859
