"","eta","lambda_obs","sigma0","rho","mu","nuC","pH","pU","pV","deltaC","deltaH","deltaU","deltaV","thetaH","epsilonC","epsilonH","LMH","LMU","LMV","LNH","LNU","LNV","ky","kc","cs","cd","cH","cU","cV","q0","qs","y_hobs","COST","LYG","ICER"
"1",0.3,0.24390243902439,0.15,0.05,0.032,28.6145418405316,0.082,0.161,0.014,0,0.26,0.35,0.4,0.8487,0.83,0.11,6.29,21.2,33.3,6.29,21.2,33.3,0.03,0.06,0,2000,522.81,1203.93,1282.35,1,0.65,0.02,15256429.6497757,90.7363011094144,168140.30837976
"2",0.9,0.325301204819277,0.22,0.32,0.034,50.9747383967675,0.083,0.235,0.087,0,0.42,0.21,0.43,0.3826,0.37,0.02,6.29,20.7,34.8,6.29,20.7,34.8,0.03,0.06,0,2100,572.81,1303.93,1832.35,1,0.7,0.027,15701467.2932665,86.4562301724272,181611.750384578
"3",0.4,0.329113924050633,0.18,0.08,0.033,70.3447669167766,0.079,0.166,0.087,0,0.17,0.35,0.47,0.58,0.44,0.25,6.79,10.2,22.8,6.79,10.2,22.8,0.06,0,0,550,522.81,1103.93,1832.35,0.85,0.85,0.026,4630086.18985055,47.7278767493594,97010.1019612756
"4",0.1,0.337349397590361,0.4,0.71,0.035,72.9992830569084,0.083,0.17,0.052,0,0.3,0.49,0.21,0.8398,0.82,0.11,6.79,12.7,33.8,6.79,12.7,33.8,0.03,0.06,0,750,472.81,703.93,1832.35,1,0.8,0.028,5427026.12025938,615.190910346547,8821.69425618178
"5",0.5,0.280487804878049,0.07,0.85,0.031,41.3942721759531,0.082,0.225,0.07,0,0.42,0.16,0.24,0.5768,0.54,0.08,5.79,17.7,33.8,5.79,17.7,33.8,0,0,0,950,522.81,803.93,1182.35,1,0.85,0.023,8321080.2087519,348.437198820023,23881.1476987277
"6",0.4,0.2875,0.4,0.06,0.028,53.2634891492865,0.08,0.178,0.012,0,0.25,0.35,0.25,0.8434,0.71,0.46,6.29,8.7,26.8,6.29,8.7,26.8,0.03,0.03,0,1050,622.81,1053.93,1332.35,0.9,0.7,0.023,8497746.04202319,92.1268609327303,92239.6134633103
"7",0.2,0.371794871794872,0.5,0.27,0.034,83.1186321673557,0.078,0.218,0.01,0,0.17,0.5,0.17,0.8183,0.77,0.21,6.79,21.7,25.3,6.79,21.7,25.3,0,0.03,0,1400,522.81,753.93,2032.35,0.9,0.75,0.029,11083912.6571703,278.977518955798,39730.4868817278
"8",0.4,0.301204819277108,0.66,0.87,0.033,58.1335119028445,0.083,0.154,0.048,0,0.4,0.24,0.33,0.6714,0.47,0.38,5.79,17.2,32.8,5.79,17.2,32.8,0.03,0.03,0,650,622.81,653.93,1432.35,0.75,0.75,0.025,4973312.29134911,469.483471806137,10593.1573527316
"9",0.9,0.308641975308642,0.77,0.24,0.03,100.613271570623,0.081,0.232,0.001,0,0.27,0.1,0.12,0.72,0.65,0.2,6.29,24.7,21.8,6.29,24.7,21.8,0,0.03,0,550,472.81,1303.93,1082.35,0.75,0.65,0.025,1865125.456552,157.411635320779,11848.714059486
"10",0.7,0.261904761904762,0.63,0.33,0.027,95.0612568453005,0.084,0.175,0.032,0,0.35,0.14,0.12,0.4305,0.33,0.15,5.79,8.7,37.8,5.79,8.7,37.8,0,0.03,0,2200,522.81,603.93,1282.35,0.8,0.75,0.022,18265195.6556398,139.995373674927,130469.99465891
"11",0.6,0.353658536585366,0.8,0.58,0.031,96.5264605222873,0.082,0.218,0.058,0,0.4,0.23,0.48,0.7676,0.72,0.17,6.29,16.7,23.3,6.29,16.7,23.3,0.06,0.03,0,900,472.81,1253.93,1082.35,0.8,0.85,0.029,5654131.35016716,273.344421385657,20685.0072941121
"12",0.5,0.285714285714286,0.46,0.51,0.032,84.8850179961304,0.084,0.154,0.044,0,0.35,0.18,0.37,0.5896,0.46,0.24,6.79,16.2,38.3,6.79,16.2,38.3,0.03,0.03,0,900,372.81,703.93,1382.35,0.95,0.75,0.024,7256659.2881835,310.52885788654,23368.7114865019
"13",0.4,0.325301204819277,0.18,0.6,0.031,47.9606048451182,0.083,0.225,0.075,0,0.15,0.27,0.13,0.5441,0.53,0.03,5.79,9.2,32.3,5.79,9.2,32.3,0.06,0.03,0,900,672.81,803.93,1732.35,0.8,0.85,0.027,7290911.7563392,192.662387363528,37842.9430679806
"14",0.2,0.379746835443038,0.56,0.53,0.026,43.898703131633,0.079,0.181,0.087,0,0.45,0.35,0.31,0.3169,0.31,0.01,6.29,20.7,33.8,6.29,20.7,33.8,0.06,0,0,2400,472.81,1153.93,1182.35,0.8,0.75,0.03,21517474.8997061,339.952159784597,63295.5969844114
"15",0.4,0.320512820512821,0.81,0.31,0.033,107.506574243514,0.078,0.221,0.022,0,0.44,0.22,0.23,0.5725,0.55,0.05,6.79,19.2,25.3,6.79,19.2,25.3,0.03,0.03,0,2300,472.81,1203.93,1382.35,0.8,0.8,0.025,17962929.3581793,204.518226168547,87830.4574350047
"16",0.3,0.313253012048193,0.75,0.46,0.033,62.8155540157784,0.083,0.21,0.053,0,0.43,0.41,0.47,0.829,0.81,0.1,6.29,16.7,33.8,6.29,16.7,33.8,0.03,0.03,0,2300,522.81,853.93,1782.35,0.8,0.8,0.026,18388925.9202924,326.548461561292,56313.0073630462
"17",0.5,0.345679012345679,0.8,0.7,0.025,52.0661317847362,0.081,0.183,0.064,0,0.39,0.43,0.17,0.889,0.85,0.26,6.79,16.7,29.3,6.79,16.7,29.3,0.03,0,0,1350,572.81,653.93,1782.35,0.85,0.85,0.028,10802911.1142816,406.82889517781,26553.9425599551
"18",0.1,0.333333333333333,0.54,0.86,0.026,48.4275869471142,0.078,0.235,0.079,0,0.18,0.4,0.49,0.6523,0.43,0.39,6.29,21.2,37.3,6.29,21.2,37.3,0,0.03,0,1600,372.81,1053.93,1682.35,0.9,0.7,0.026,13335117.3068996,1007.81012715927,13231.7754580296
"19",0.3,0.329411764705882,0.13,0.64,0.032,47.3893005795187,0.085,0.188,0.043,0,0.35,0.45,0.13,0.775,0.7,0.25,5.79,20.7,19.8,5.79,20.7,19.8,0,0.06,0,1150,672.81,953.93,1132.35,0.95,0.7,0.028,8423127.88736757,665.373385860438,12659.2497781904
"20",0.4,0.278481012658228,0.88,0.78,0.03,50.3911954573318,0.079,0.187,0.091,0,0.11,0.21,0.29,0.4304,0.36,0.11,6.29,13.7,39.3,6.29,13.7,39.3,0,0.03,0,1400,472.81,953.93,1182.35,0.75,0.75,0.022,11759287.5392943,399.299297722111,29449.8077166118
"21",0.1,0.313253012048193,0.49,0.42,0.033,85.795474350631,0.083,0.182,0.002,0,0.22,0.47,0.21,0.5852,0.32,0.39,5.79,17.7,41.3,5.79,17.7,41.3,0,0,0,1600,522.81,653.93,1332.35,0.75,0.75,0.026,14264343.292532,351.636172744348,40565.6311784017
"22",0.1,0.261904761904762,0.2,0.72,0.03,33.3858738068257,0.084,0.169,0.015,0,0.48,0.36,0.13,0.7373,0.63,0.29,6.79,22.7,21.8,6.79,22.7,21.8,0.06,0.06,0,2000,372.81,853.93,1632.35,0.9,0.7,0.022,15399800.4626067,753.347779708501,20441.8209987497
"23",0,0.341463414634146,0.23,0.19,0.029,49.5642963288577,0.082,0.215,0.036,0,0.27,0.15,0.2,0.5527,0.29,0.37,6.79,21.2,30.3,6.79,21.2,30.3,0,0.03,0,1200,572.81,1253.93,2032.35,0.9,0.8,0.028,9655614.48540878,190.176713422763,50771.8022444963
"24",0.7,0.294117647058824,0.8,0.58,0.031,26.3084445892971,0.085,0.207,0.03,0,0.13,0.12,0.32,0.6044,0.54,0.14,6.79,12.7,28.3,6.79,12.7,28.3,0,0,0,1950,522.81,1103.93,1532.35,0.85,0.7,0.025,16476237.7874183,259.70402941783,63442.3648502973
"25",0.3,0.320987654320988,0.34,0.22,0.032,58.5512126858274,0.081,0.17,0.014,0,0.15,0.16,0.37,0.6787,0.49,0.37,6.29,17.2,38.8,6.29,17.2,38.8,0.03,0.06,0,1050,622.81,703.93,1582.35,0.95,0.75,0.026,7830466.74936513,183.360642834872,42705.2753977142
"26",0.5,0.346666666666667,0.26,0.87,0.033,75.5316542086602,0.075,0.176,0.025,0,0.4,0.34,0.25,0.6283,0.37,0.41,6.29,11.7,40.8,6.29,11.7,40.8,0.03,0.03,0,550,672.81,1253.93,2082.35,0.95,0.85,0.026,4152678.17136134,327.822671741329,12667.4526484185
"27",0.6,0.268292682926829,0.28,0.46,0.029,41.206635968074,0.082,0.153,0.083,0,0.23,0.49,0.33,0.8024,0.74,0.24,6.29,17.2,34.8,6.29,17.2,34.8,0.03,0,0,1850,672.81,1253.93,1832.35,0.95,0.85,0.022,16364466.8490124,167.170169926768,97891.0702560223
"28",0.8,0.258823529411765,0.83,0.67,0.029,42.6372968327518,0.085,0.23,0.029,0,0.41,0.15,0.28,0.3138,0.27,0.06,5.79,10.7,37.3,5.79,10.7,37.3,0.06,0,0,1850,472.81,853.93,1782.35,0.85,0.85,0.022,15529362.5805203,121.698679750427,127605.020961337
"29",0.2,0.320987654320988,0.51,0.39,0.033,43.9890026835404,0.081,0.202,0.065,0,0.4,0.13,0.12,0.523,0.47,0.1,6.79,9.7,23.8,6.79,9.7,23.8,0.03,0.06,0,1400,622.81,1153.93,1032.35,0.8,0.85,0.026,10569671.4574544,190.818337541725,55391.2773458851
"30",0.7,0.337662337662338,0.75,0.46,0.027,44.0770878291218,0.077,0.235,0.048,0,0.4,0.11,0.48,0.76,0.52,0.5,6.79,12.2,25.3,6.79,12.2,25.3,0.06,0.03,0,1750,422.81,1303.93,2132.35,0.9,0.8,0.026,13362542.024425,245.661568077669,54394.1086470647
"31",0.8,0.363636363636364,0.46,0.3,0.032,50.9747383967675,0.077,0.213,0.089,0,0.22,0.42,0.41,0.72,0.6,0.3,6.29,21.7,20.8,6.29,21.7,20.8,0,0.06,0,1200,422.81,753.93,1682.35,0.95,0.85,0.028,8628594.21684402,127.945525335602,67439.5934848927
"32",0.9,0.273809523809524,0.74,0.6,0.025,64.5570266580081,0.084,0.236,0.041,0,0.13,0.46,0.16,0.718,0.7,0.06,5.79,11.7,27.3,5.79,11.7,27.3,0.03,0.06,0,2450,472.81,703.93,1232.35,0.85,0.65,0.023,18480801.2123152,175.058394058148,105569.351939654
"33",0.7,0.317647058823529,0.46,0.21,0.025,53.4660157767022,0.085,0.224,0.008,0,0.19,0.13,0.3,0.6052,0.58,0.06,6.79,19.2,35.3,6.79,19.2,35.3,0.06,0.03,0,2150,622.81,1253.93,1982.35,0.95,0.8,0.027,17551947.1677599,86.2014247505494,203615.511211699
"34",0,0.329113924050633,0.29,0.41,0.026,58.1335119028445,0.079,0.184,0.006,0,0.47,0.44,0.43,0.4525,0.25,0.27,6.79,10.7,19.8,6.79,10.7,19.8,0.03,0.06,0,2050,472.81,1103.93,2032.35,0.8,0.8,0.026,15926698.089222,314.418313422247,50654.4861075992
"35",0.9,0.381578947368421,0.04,0.02,0.033,53.7002843257612,0.076,0.167,0.014,0,0.27,0.44,0.31,0.748,0.6,0.37,6.79,24.7,28.8,6.79,24.7,28.8,0.03,0.03,0,600,372.81,753.93,1682.35,0.8,0.8,0.029,4576567.4700377,53.5991897578383,85385.0121748982
"36",0.2,0.345679012345679,0.04,0.74,0.034,59.8497593585664,0.081,0.191,0.038,0,0.42,0.37,0.33,0.4204,0.16,0.31,5.79,22.7,21.3,5.79,22.7,21.3,0,0,0,1550,422.81,603.93,1482.35,0.75,0.85,0.028,13704332.2590235,341.013999450385,40187.0078093886
"37",0.8,0.358024691358025,0.52,0.58,0.027,40.6405311375398,0.081,0.154,0.065,0,0.24,0.11,0.15,0.6328,0.46,0.32,6.29,16.2,38.3,6.29,16.2,38.3,0,0.03,0,2100,522.81,703.93,2032.35,0.75,0.8,0.029,17200310.7475743,139.668609621516,123150.869720726
"38",0.6,0.345679012345679,0.54,0.68,0.032,44.2495697995375,0.081,0.24,0.029,0,0.29,0.24,0.18,0.69,0.69,0,6.29,10.7,20.3,6.29,10.7,20.3,0.06,0,0,700,422.81,853.93,1482.35,0.9,0.75,0.028,5788573.57616046,306.513129654099,18885.2385628403
"39",1,0.317073170731707,0.3,0.64,0.029,28.9453029603836,0.082,0.247,0.053,0,0.17,0.19,0.18,0.4848,0.44,0.08,6.29,14.2,38.8,6.29,14.2,38.8,0.03,0.03,0,1900,472.81,853.93,1382.35,0.95,0.8,0.026,15738968.2708029,29.8414561873451,527419.579392957
"40",1,0.285714285714286,0.41,0.85,0.033,32.3547403056062,0.077,0.172,0.058,0,0.17,0.28,0.25,0.7912,0.76,0.13,6.29,22.2,26.8,6.29,22.2,26.8,0,0,0,1350,622.81,953.93,1632.35,0.95,0.85,0.022,11409205.5178913,57.853466198083,197208.676811648
"41",0.1,0.3125,0.05,0.9,0.034,79.9121682327516,0.08,0.2,0.004,0,0.2,0.25,0.22,0.6724,0.37,0.48,5.79,16.2,39.3,5.79,16.2,39.3,0,0.03,0,2050,422.81,1053.93,1482.35,0.8,0.7,0.025,16920506.0262669,930.374556783416,18186.7677946463
"42",0.1,0.35,0.47,0.3,0.026,55.5783102127337,0.08,0.189,0.098,0,0.4,0.39,0.46,0.6672,0.36,0.48,6.29,9.7,24.8,6.29,9.7,24.8,0.03,0,0,1050,572.81,1003.93,1432.35,0.95,0.7,0.028,9262930.84600756,388.770999547603,23826.1877989523
"43",0.2,0.298701298701299,0.79,0.22,0.03,35.8419966057378,0.077,0.2,0.02,0,0.2,0.1,0.24,0.8206,0.74,0.31,6.29,18.7,34.8,6.29,18.7,34.8,0.06,0,0,1850,572.81,1153.93,1682.35,0.75,0.75,0.023,16032105.5591864,164.160369907143,97661.2416763855
"44",0.4,0.379746835443038,0.54,0.56,0.026,95.8803627524323,0.079,0.242,0.06,0,0.31,0.29,0.42,0.9052,0.88,0.21,5.79,17.2,21.8,5.79,17.2,21.8,0.03,0.03,0,900,422.81,953.93,1682.35,0.9,0.75,0.03,6758027.5221045,427.086715050063,15823.5489046114
"45",0.4,0.28,0.78,0.3,0.025,65.1299421470327,0.075,0.169,0.022,0,0.31,0.19,0.2,0.6472,0.64,0.02,5.79,14.7,35.8,5.79,14.7,35.8,0.03,0.03,0,550,422.81,803.93,1132.35,0.9,0.65,0.021,4213468.20137288,306.776520411537,13734.6502128669
"46",0.6,0.2625,0.14,0.48,0.029,40.5139375717356,0.08,0.193,0.084,0,0.21,0.11,0.3,0.8642,0.86,0.03,6.29,23.7,34.3,6.29,23.7,34.3,0.03,0,0,1100,422.81,1003.93,1332.35,0.9,0.8,0.021,9539245.01799854,184.707988549553,51645.0051397717
"47",1,0.263157894736842,0.15,0.86,0.027,45.1139835317645,0.076,0.151,0.078,0,0.31,0.44,0.43,0.6962,0.51,0.38,6.29,17.7,30.8,6.29,17.7,30.8,0.03,0.06,0,1000,522.81,853.93,1282.35,1,0.85,0.02,7592200.65862421,54.930487439784,138214.696655422
"48",0.1,0.265060240963855,0.34,0.27,0.028,63.8456538294009,0.083,0.191,0.042,0,0.44,0.48,0.35,0.6112,0.28,0.46,5.79,12.2,26.8,5.79,12.2,26.8,0.03,0,0,2050,622.81,703.93,1332.35,0.75,0.8,0.022,18556243.8536883,195.836664327543,94753.6760667676
"49",0.2,0.317073170731707,0.83,0.68,0.033,48.4419034817231,0.082,0.236,0.031,0,0.4,0.3,0.42,0.6485,0.63,0.05,6.29,10.2,21.8,6.29,10.2,21.8,0,0.03,0,900,672.81,1053.93,1632.35,0.95,0.75,0.026,7146600.00989638,612.13207519651,11674.9314395952
"50",0.3,0.2625,0.11,0.36,0.034,43.3302830684376,0.08,0.153,0.047,0,0.37,0.24,0.24,0.2902,0.22,0.09,6.79,22.7,39.3,6.79,22.7,39.3,0.03,0.03,0,2100,572.81,753.93,1682.35,0.85,0.65,0.021,17403526.0745479,335.713567431591,51840.4013507564
"51",0.5,0.381578947368421,0.79,0.48,0.029,45.6217810260497,0.076,0.174,0.024,0,0.2,0.34,0.34,0.5446,0.34,0.31,5.79,20.7,31.3,5.79,20.7,31.3,0.06,0,0,1050,472.81,1003.93,1332.35,0.95,0.7,0.029,8621610.12253826,326.26888058722,26424.8619329586
"52",0.8,0.301204819277108,0.56,0.18,0.031,27.0741973380673,0.083,0.168,0.015,0,0.33,0.4,0.43,0.2872,0.12,0.19,5.79,19.7,35.3,5.79,19.7,35.3,0.06,0.06,0,1050,372.81,653.93,1032.35,0.8,0.8,0.025,7858693.6677037,53.8769587908196,145863.72067168
"53",0.4,0.294871794871795,0.73,0.43,0.03,51.4282394214867,0.078,0.182,0.073,0,0.38,0.14,0.42,0.3997,0.13,0.31,6.29,8.2,21.3,6.29,8.2,21.3,0.03,0,0,1000,672.81,703.93,1932.35,0.8,0.7,0.023,8744373.47705207,285.346870275096,30644.71486448
"54",0.6,0.308641975308642,0.44,0.19,0.029,62.7108964808845,0.081,0.249,0.02,0,0.33,0.44,0.29,0.6205,0.31,0.45,6.29,8.2,20.8,6.29,8.2,20.8,0,0.03,0,1900,622.81,753.93,1632.35,0.9,0.75,0.025,15673248.4772237,151.243187377154,103629.45101216
"55",0.7,0.27710843373494,0.74,0.55,0.028,37.636423946728,0.083,0.227,0.023,0,0.46,0.25,0.12,0.7948,0.62,0.46,6.79,19.7,21.3,6.79,19.7,21.3,0.06,0.03,0,2100,422.81,953.93,1682.35,0.75,0.75,0.023,16422959.5223464,255.102534635555,64377.8767067467
"56",0.6,0.269230769230769,0.4,0.36,0.034,44.7703827527192,0.078,0.245,0.037,0,0.21,0.14,0.18,0.8334,0.83,0.02,5.79,11.7,40.3,5.79,11.7,40.3,0,0.03,0,2000,372.81,1203.93,982.35,0.85,0.75,0.021,16370748.3831613,182.685491216236,89611.6504609773
"57",0.3,0.285714285714286,0.67,0.69,0.026,61.5776325652147,0.084,0.204,0.067,0,0.4,0.21,0.36,0.604,0.34,0.4,5.79,17.7,26.8,5.79,17.7,26.8,0,0.03,0,1300,522.81,1103.93,1882.35,0.8,0.75,0.024,10602596.3856425,489.44763911063,21662.3710861254
"58",0.1,0.345238095238095,0.48,0.02,0.032,35.4332505366552,0.084,0.203,0.089,0,0.41,0.31,0.22,0.224,0.2,0.03,6.29,16.7,39.8,6.29,16.7,39.8,0.06,0.03,0,900,572.81,1053.93,1582.35,0.8,0.75,0.029,7289835.18525537,28.5692494321165,255163.692787127
"59",0.8,0.302631578947368,0.7,0.55,0.029,51.4196253461723,0.076,0.246,0.036,0,0.36,0.1,0.15,0.7675,0.75,0.07,6.79,20.7,32.3,6.79,20.7,32.3,0.06,0,0,2000,372.81,1153.93,1932.35,0.75,0.85,0.023,16589039.5562096,143.793175793053,115367.36333082
"60",1,0.333333333333333,0.66,0.11,0.03,54.7551954190531,0.084,0.211,0.09,0,0.39,0.1,0.16,0.582,0.56,0.05,5.79,13.2,33.3,5.79,13.2,33.3,0.03,0.03,0,2150,522.81,1003.93,1582.35,0.9,0.7,0.028,16802230.707686,135.200851620711,124276.071535575
"61",0.2,0.341772151898734,0.43,0.01,0.029,136.67078400303,0.079,0.167,0.036,0,0.25,0.35,0.37,0.524,0.3,0.32,6.29,19.7,21.8,6.29,19.7,21.8,0.06,0.03,0,1400,422.81,1253.93,1882.35,0.85,0.75,0.027,11458758.6218041,33.738726399914,339632.22221196
"62",0.1,0.342105263157895,0.67,0.28,0.025,217.712196882981,0.076,0.155,0.056,0,0.32,0.22,0.38,0.7332,0.54,0.42,6.29,23.7,30.8,6.29,23.7,30.8,0.03,0.03,0,1850,472.81,653.93,982.35,0.95,0.85,0.026,15476714.8760826,208.54089587527,74214.2916914453
"63",0.5,0.37037037037037,0.17,0.79,0.034,54.7038661780231,0.081,0.203,0.051,0,0.11,0.16,0.41,0.473,0.15,0.38,6.79,15.2,32.8,6.79,15.2,32.8,0.03,0.03,0,1700,522.81,853.93,1432.35,0.75,0.7,0.03,13976229.5805784,396.714799775851,35229.9172818235
"64",0.4,0.291139240506329,0.4,0.42,0.028,54.9849115303936,0.079,0.152,0.025,0,0.43,0.25,0.45,0.826,0.71,0.4,6.79,12.2,29.8,6.79,12.2,29.8,0.03,0,0,1800,672.81,1303.93,2032.35,0.8,0.65,0.023,15954082.9807794,370.617523739244,43047.2979793698
"65",0.2,0.3375,0.85,0.49,0.029,50.6511477738904,0.08,0.236,0.076,0,0.14,0.43,0.14,0.2179,0.21,0.01,5.79,12.2,39.3,5.79,12.2,39.3,0.06,0.03,0,650,422.81,1303.93,1582.35,0.85,0.7,0.027,6194063.74344278,354.497623050823,17472.7934425522
"66",0.6,0.358974358974359,0.38,0.63,0.027,80.1300860740177,0.078,0.225,0.032,0,0.47,0.39,0.5,0.389,0.35,0.06,6.79,14.2,21.3,6.79,14.2,21.3,0.06,0.03,0,850,622.81,853.93,1482.35,0.95,0.7,0.028,6817745.81082493,329.323018745195,20702.3057082444
"67",0.1,0.289473684210526,0.62,0.87,0.028,25.6569053100569,0.076,0.193,0.062,0,0.31,0.28,0.29,0.5669,0.39,0.29,6.29,17.2,29.3,6.29,17.2,29.3,0.03,0,0,2350,622.81,803.93,1682.35,0.9,0.75,0.022,21389050.6732216,771.732160521762,27715.6399167823
"68",0.8,0.30379746835443,0.38,0.77,0.035,58.2546293811613,0.079,0.219,0.058,0,0.48,0.22,0.12,0.467,0.35,0.18,6.79,22.2,26.3,6.79,22.2,26.3,0.03,0.06,0,1250,622.81,1053.93,1532.35,0.75,0.85,0.024,9091966.40451393,119.897939623977,75830.8811062819
"69",0.9,0.311688311688312,0.68,0.42,0.031,84.9004400493123,0.077,0.25,0.091,0,0.15,0.18,0.27,0.5592,0.42,0.24,5.79,12.2,19.3,5.79,12.2,19.3,0,0.06,0,2050,372.81,1003.93,1282.35,1,0.8,0.024,15289667.2904654,104.419854702664,146424.904861272
"70",0.6,0.355263157894737,0.89,0.76,0.033,56.3775418332854,0.076,0.196,0.099,0,0.46,0.35,0.45,0.67,0.67,0,6.29,15.7,28.3,6.29,15.7,28.3,0,0,0,1700,622.81,1303.93,1732.35,0.85,0.7,0.027,12161383.7974524,590.634582925461,20590.3686458997
"71",0.9,0.268292682926829,0.89,0.35,0.03,45.5564999931235,0.082,0.221,0.076,0,0.21,0.26,0.37,0.538,0.23,0.4,6.29,22.7,23.8,6.29,22.7,23.8,0.03,0.03,0,500,672.81,1203.93,1782.35,0.9,0.7,0.022,837241.076988347,204.284214240532,4098.41298849722
"72",0.7,0.304878048780488,0.23,0.05,0.028,52.0661317847362,0.082,0.152,0.081,0,0.1,0.31,0.37,0.9082,0.82,0.49,6.79,11.2,37.8,6.79,11.2,37.8,0.06,0,0,1550,472.81,953.93,1132.35,0.95,0.65,0.025,13795914.5023831,49.0763157663096,281111.454414716
"73",0.2,0.346666666666667,0.37,0.33,0.032,71.1531237364858,0.075,0.171,0.093,0,0.18,0.14,0.42,0.538,0.16,0.45,6.29,10.2,36.3,6.29,10.2,36.3,0.03,0,0,650,522.81,1203.93,1682.35,0.85,0.7,0.026,5590571.65890705,309.005949792349,18092.1165520078
"74",0.4,0.341772151898734,0.08,0.43,0.03,88.6717828706554,0.079,0.183,0.028,0,0.16,0.35,0.18,0.4672,0.28,0.26,6.29,16.7,31.8,6.29,16.7,31.8,0,0.03,0,2100,622.81,1003.93,1482.35,0.85,0.85,0.027,17499452.3549202,176.064230030865,99392.4339535203
"75",0.3,0.350649350649351,0.16,0.2,0.032,67.0909406256118,0.077,0.221,0.09,0,0.47,0.39,0.23,0.648,0.45,0.36,6.29,14.7,23.3,6.29,14.7,23.3,0.06,0.03,0,2100,522.81,753.93,1382.35,0.95,0.75,0.027,17276150.1501321,191.469000587461,90229.4893540247
"76",0.9,0.272727272727273,0.26,0.04,0.028,55.3365748126255,0.077,0.218,0.034,0,0.41,0.47,0.31,0.7867,0.73,0.21,5.79,8.2,28.8,5.79,8.2,28.8,0.03,0,0,1800,422.81,703.93,1132.35,0.9,0.7,0.021,16295046.9564718,85.6904501844824,190161.761566082
"77",0.1,0.302631578947368,0.26,0.4,0.034,82.8959347164703,0.076,0.203,0.046,0,0.14,0.43,0.44,0.3147,0.23,0.11,6.79,20.2,40.8,6.79,20.2,40.8,0.03,0.03,0,1950,472.81,753.93,2082.35,0.95,0.7,0.023,16233442.6997798,451.180393212719,35979.9382774292
"78",0,0.280487804878049,0.65,0.72,0.025,107.506574243514,0.082,0.192,0.038,0,0.42,0.25,0.12,0.7894,0.73,0.22,6.29,14.2,37.3,6.29,14.2,37.3,0.06,0.06,0,1600,522.81,653.93,1632.35,0.8,0.7,0.023,12476607.181177,731.325452656977,17060.2665828849
"79",0.9,0.324675324675325,0.2,0.58,0.029,31.8945125334917,0.077,0.182,0.069,0,0.5,0.14,0.36,0.9082,0.83,0.46,6.29,14.2,22.8,6.29,14.2,22.8,0,0.06,0,750,422.81,1103.93,1882.35,0.85,0.7,0.025,5366323.17185172,180.884443717244,29667.1347826919
"80",0.9,0.235294117647059,0.55,0.9,0.029,53.9336347145578,0.085,0.231,0.04,0,0.32,0.42,0.12,0.5584,0.36,0.31,6.29,7.7,32.8,6.29,7.7,32.8,0.03,0.06,0,1700,522.81,1303.93,1582.35,0.95,0.8,0.02,12843952.768544,144.994645870123,88582.2555134123
"81",0.3,0.282352941176471,0.31,0.81,0.032,43.1786963806453,0.085,0.208,0.056,0,0.18,0.31,0.11,0.5226,0.23,0.38,6.29,23.7,38.3,6.29,23.7,38.3,0,0,0,2050,372.81,1203.93,1182.35,0.8,0.8,0.024,18297732.676447,441.895298376402,41407.3938864612
"82",0.8,0.272727272727273,0.4,0.3,0.031,65.4012183926634,0.077,0.167,0.043,0,0.47,0.31,0.48,0.454,0.35,0.16,6.79,15.2,33.3,6.79,15.2,33.3,0.03,0.06,0,2500,522.81,953.93,1832.35,0.75,0.85,0.021,19081886.7319848,74.1896611228185,257204.12309736
"83",0.4,0.341772151898734,0.88,0.27,0.026,48.1596502327375,0.079,0.242,0.077,0,0.15,0.2,0.4,0.3986,0.38,0.03,6.79,21.2,18.8,6.79,21.2,18.8,0.06,0.06,0,1400,472.81,953.93,1832.35,0.85,0.7,0.027,10216495.657231,188.194742309411,54286.8282708666
"84",0.5,0.297619047619048,0.67,0.65,0.027,34.976214100099,0.084,0.178,0.083,0,0.24,0.26,0.12,0.4918,0.23,0.34,6.29,16.7,34.3,6.29,16.7,34.3,0,0.06,0,1850,372.81,853.93,2082.35,0.8,0.65,0.025,14151153.2113794,454.521092080049,31134.2057782594
"85",0.9,0.333333333333333,0.81,0.11,0.033,101.022938057368,0.075,0.194,0.037,0,0.13,0.32,0.39,0.3996,0.21,0.24,6.79,24.2,29.3,6.79,24.2,29.3,0.03,0.03,0,1450,622.81,653.93,2082.35,0.95,0.8,0.025,10701488.0323539,78.9142667830688,135609.040907289
"86",0.6,0.324675324675325,0.32,0.77,0.035,52.2819192070262,0.077,0.228,0.081,0,0.36,0.44,0.38,0.4688,0.17,0.36,6.79,23.2,27.8,6.79,23.2,27.8,0,0.03,0,750,472.81,853.93,1232.35,0.9,0.65,0.025,5845896.22532765,487.495250639424,11991.698827137
"87",1,0.313253012048193,0.46,0.81,0.034,52.4753375810787,0.083,0.198,0.019,0,0.35,0.17,0.39,0.5182,0.27,0.34,5.79,10.2,20.8,5.79,10.2,20.8,0,0.03,0,2400,422.81,1053.93,2032.35,0.75,0.7,0.026,19556936.7576376,63.407882724483,308430.68585992
"88",0.5,0.308641975308642,0.87,0.84,0.026,60.7984731311014,0.081,0.176,0.095,0,0.18,0.2,0.25,0.2896,0.26,0.04,6.79,13.2,22.8,6.79,13.2,22.8,0.03,0.03,0,650,672.81,653.93,1082.35,0.9,0.75,0.025,5694541.74960766,373.414691589077,15249.9135086902
