"","eta","lambda_obs","sigma0","rho","mu","nuC","pH","pU","pV","deltaC","deltaH","deltaU","deltaV","thetaH","epsilonC","epsilonH","LMH","LMU","LMV","LNH","LNU","LNV","ky","kc","cs","cd","cH","cU","cV","q0","qs","y_hobs","COST","LYG","ICER"
"2538",0.8,0.391891891891892,0.4,0.44,0.111,45.8619303993014,0.074,0.0637,0.078,0,0.41,0.47,0.12,0.5952,0.56,0.08,6.29,11.2,31.8,6.29,11.2,31.8,0.06,0.06,0,1150,372.81,1103.93,1232.35,0.9,0.85,0.029,7178107.00465975,103.222349537732,69540.2404305464
"2539",0.5,0.381578947368421,0.09,0.82,0.118,66.8510825112464,0.076,0.0562,0.047,0,0.34,0.36,0.4,0.6766,0.51,0.34,6.29,7.7,36.3,6.29,7.7,36.3,0.06,0.06,0,1300,422.81,1203.93,1432.35,0.85,0.8,0.029,8142909.02285328,269.297112269581,30237.6395878385
"2540",1,0.36,0.71,0.13,0.115,61.5776325652147,0.075,0.0648,0.013,0,0.13,0.49,0.26,0.6524,0.56,0.21,6.29,8.7,32.3,6.29,8.7,32.3,0.03,0.03,0,1150,572.81,653.93,1532.35,0.9,0.8,0.027,7183083.71426801,62.3395220487887,115225.197085187
"2541",0.2,0.3125,0.05,0.29,0.097,92.2032903112553,0.08,0.0603,0.098,0,0.41,0.46,0.34,0.4016,0.32,0.12,6.79,18.2,28.3,6.79,18.2,28.3,0.03,0.03,0,1050,372.81,703.93,1882.35,1,0.8,0.025,7415952.17201042,200.539341360307,36980.0365439829
"2542",1,0.371794871794872,0.31,0.56,0.102,33.2053405090868,0.078,0.0602,0.01,0,0.39,0.43,0.12,0.8,0.75,0.2,5.79,24.2,38.8,5.79,24.2,38.8,0.03,0,0,2300,572.81,1153.93,2132.35,0.75,0.75,0.029,17048787.4356484,77.2357806512364,220736.908359008
"2543",0.7,0.381578947368421,0.17,0.41,0.117,65.2834779669228,0.076,0.062,0.014,0,0.13,0.25,0.36,0.8173,0.79,0.13,5.79,21.7,36.3,5.79,21.7,36.3,0,0.03,0,1650,572.81,1053.93,1132.35,1,0.75,0.029,11026912.2292278,147.618239965945,74698.8463740778
"2544",0.6,0.295774647887324,0.41,0.37,0.105,41.3730486303092,0.071,0.0588,0.045,0,0.47,0.4,0.2,0.6873,0.41,0.47,6.29,9.7,24.3,6.29,9.7,24.3,0,0,0,1300,422.81,703.93,1882.35,0.85,0.7,0.021,9652606.01654457,207.469287922483,46525.4694475602
"2545",0.7,0.414285714285714,0.23,0.8,0.115,67.7052488238898,0.07,0.0602,0.091,0,0.18,0.31,0.35,0.8574,0.77,0.38,5.79,16.7,19.3,5.79,16.7,19.3,0.03,0.06,0,700,372.81,653.93,2132.35,0.8,0.65,0.029,4272654.32791334,274.117431535242,15586.9486445412
"2546",0.2,0.32051282051282,0.28,0.35,0.118,46.3599930326985,0.078,0.0587,0.071,0,0.18,0.47,0.17,0.5136,0.24,0.36,6.29,12.7,20.3,6.29,12.7,20.3,0.03,0.06,0,650,522.81,1153.93,1982.35,0.85,0.75,0.025,4015138.48666147,225.811840813669,17780.9032165616
"2547",0.6,0.311688311688312,0.3,0.04,0.095,152.688349017296,0.077,0.0648,0.029,0,0.29,0.3,0.24,0.7129,0.71,0.01,6.29,24.7,32.3,6.29,24.7,32.3,0,0.03,0,600,672.81,1303.93,2032.35,0.85,0.75,0.024,3890718.05355057,56.8557211693083,68431.4256073644
"2548",0.7,0.310810810810811,0.25,0.32,0.082,55.831820601645,0.074,0.0567,0.017,0,0.15,0.44,0.19,0.3844,0.24,0.19,5.79,13.7,39.8,5.79,13.7,39.8,0.03,0.03,0,550,472.81,1053.93,1432.35,0.8,0.7,0.023,3985596.90770381,100.149678915147,39796.4022538768
"2549",0.2,0.287671232876712,0.27,0,0.106,34.8075814640024,0.073,0.0636,0.063,0,0.23,0.17,0.46,0.6555,0.35,0.47,5.79,24.7,22.3,5.79,24.7,22.3,0,0.06,0,1000,372.81,753.93,2082.35,0.75,0.75,0.021,6454094.99768428,17.6263894307431,366160.921557047
"2550",0.7,0.311688311688312,0.15,0.12,0.087,114.453052987119,0.077,0.0638,0.031,0,0.47,0.45,0.37,0.389,0.35,0.06,6.29,7.7,24.3,6.29,7.7,24.3,0.03,0,0,1900,472.81,653.93,1282.35,0.95,0.8,0.024,14824926.8101891,62.0227510617033,239024.012260284
"2551",0.2,0.350649350649351,0.85,0.76,0.086,86.1885215473809,0.077,0.0579,0.004,0,0.35,0.26,0.31,0.895,0.79,0.5,6.29,13.2,32.8,6.29,13.2,32.8,0.06,0.03,0,550,572.81,903.93,1032.35,0.95,0.65,0.027,3451585.58536723,794.153775143563,4346.2433767859
"2552",0.5,0.285714285714286,0.87,0.14,0.09,46.962489146129,0.07,0.0555,0.018,0,0.22,0.24,0.48,0.2748,0.26,0.02,6.29,15.7,28.3,6.29,15.7,28.3,0.03,0,0,1750,372.81,1053.93,1132.35,0.95,0.7,0.02,13242164.5589011,97.5713306860348,135717.781706921
"2553",0.9,0.333333333333333,0.23,0.7,0.092,57.5773957000875,0.078,0.0645,0.074,0,0.33,0.18,0.34,0.7564,0.72,0.13,6.29,18.2,37.3,6.29,18.2,37.3,0,0.03,0,1650,422.81,753.93,1382.35,0.85,0.65,0.026,11764490.1330549,143.890341082705,81760.1101264534
"2554",0.6,0.35,0.43,0.22,0.093,75.9622987722982,0.08,0.0644,0.035,0,0.2,0.47,0.15,0.48,0.48,0,6.29,22.7,31.8,6.29,22.7,31.8,0,0.06,0,850,672.81,1053.93,1782.35,0.95,0.75,0.028,5404783.19574713,115.27285305282,46886.8693071261
"2555",0.7,0.269230769230769,0.58,0.41,0.1,42.5009420617252,0.078,0.0579,0.047,0,0.28,0.25,0.43,0.86,0.8,0.3,5.79,22.7,26.3,5.79,22.7,26.3,0.03,0,0,2450,522.81,1003.93,1782.35,0.9,0.85,0.021,18397346.9928991,128.930077069068,142692.437723772
"2556",0,0.350649350649351,0.02,0.77,0.081,41.4244582253305,0.077,0.0634,0.053,0,0.21,0.48,0.13,0.456,0.32,0.2,5.79,16.2,20.8,5.79,16.2,20.8,0.03,0.03,0,1850,572.81,1053.93,1082.35,0.95,0.8,0.027,13688211.0747019,585.747046907261,23368.8093640002
"2557",0.9,0.36986301369863,0.52,0.46,0.117,86.4126017563524,0.073,0.0622,0.098,0,0.26,0.39,0.19,0.8544,0.84,0.09,5.79,15.2,28.8,5.79,15.2,28.8,0.03,0.03,0,1450,372.81,603.93,1382.35,0.9,0.7,0.027,9608319.79188613,124.459474782153,77200.388389104
"2558",0.5,0.402777777777778,0.29,0.29,0.081,51.8501527026868,0.072,0.0558,0.028,0,0.26,0.4,0.35,0.595,0.5,0.19,6.29,8.2,24.3,6.29,8.2,24.3,0,0,0,1450,522.81,753.93,1282.35,0.8,0.7,0.029,11407540.8008439,178.881528773453,63771.4854018895
"2559",0.2,0.373333333333333,0.14,0.22,0.092,37.2228240220715,0.075,0.0552,0.028,0,0.16,0.48,0.41,0.8416,0.78,0.28,6.79,23.7,32.3,6.79,23.7,32.3,0,0.06,0,2500,422.81,1053.93,1232.35,0.9,0.7,0.028,16762751.311452,220.760085553501,75931.9841239578
"2560",0.3,0.2625,0.77,0.2,0.108,94.8347862969305,0.08,0.0643,0.033,0,0.48,0.24,0.4,0.7011,0.51,0.39,5.79,8.2,24.8,5.79,8.2,24.8,0.03,0,0,1450,622.81,853.93,1082.35,0.75,0.8,0.021,10496001.5556823,137.273319157714,76460.6088064603
"2561",0.1,0.298701298701299,0.66,0.53,0.107,78.9438154338011,0.077,0.0598,0.016,0,0.5,0.37,0.26,0.9129,0.87,0.33,6.29,18.2,18.8,6.29,18.2,18.8,0.03,0.03,0,2150,622.81,803.93,1732.35,0.75,0.75,0.023,14855059.1203422,380.684319163836,39021.9884889691
"2562",0.3,0.384615384615385,0.11,0.17,0.108,82.8096427056419,0.078,0.0596,0.014,0,0.21,0.19,0.2,0.764,0.6,0.41,6.29,18.2,32.3,6.29,18.2,32.3,0.03,0,0,1150,372.81,1253.93,1332.35,0.75,0.7,0.03,8414109.9343873,121.407118309515,69304.9143373653
