"","eta","lambda_obs","sigma0","rho","mu","nuC","pH","pU","pV","deltaC","deltaH","deltaU","deltaV","thetaH","epsilonC","epsilonH","LMH","LMU","LMV","LNH","LNU","LNV","ky","kc","cs","cd","cH","cU","cV","q0","qs","y_hobs","COST","LYG","ICER"
"18",0.9,1.26666666666667,0.39,0.81,0.188,47.0351288055637,0.03,0.033,0.009,0,0.23,0.45,0.24,0.8768,0.84,0.23,5.79,11.7,27.8,5.79,11.7,27.8,0.03,0,0,650,472.81,1003.93,1882.35,0.8,0.8,0.038,1924927.86399733,36.1884061202202,53191.8387784916
"19",0.3,0.571428571428571,0.18,0.15,0.128,34.5562411231617,0.07,0.088,0.029,0,0.33,0.21,0.44,0.5998,0.42,0.31,5.79,20.7,37.8,5.79,20.7,37.8,0,0.03,0,700,372.81,1053.93,1282.35,0.9,0.85,0.04,2232331.58332902,37.0306063668779,60283.4196451541
"20",0.3,0.5125,0.49,0.31,0.199,49.9498291899392,0.08,0.082,0.035,0,0.23,0.35,0.25,0.4571,0.39,0.11,5.79,19.2,27.8,5.79,19.2,27.8,0,0.03,0,2200,472.81,1053.93,1932.35,0.95,0.7,0.041,6935469.08327322,111.792894993442,62038.549799431
"21",0.8,0.65,0.3,0.31,0.066,74.8798430930717,0.02,0.099,0.031,0,0.11,0.13,0.48,0.5528,0.48,0.14,6.29,14.2,39.8,6.29,14.2,39.8,0.03,0.03,0,900,572.81,1153.93,1532.35,0.85,0.85,0.013,3190935.17464623,16.6563766002316,191574.389270344
"22",0.9,0.1,0.66,0.8,0.033,68.8136852687946,0.09,0.017,0.033,0,0.19,0.18,0.22,0.6808,0.58,0.24,5.79,10.2,26.3,5.79,10.2,26.3,0.03,0,0,2000,522.81,1153.93,1132.35,0.75,0.7,0.009,7631214.5194979,39.7005864657626,192219.188653019
"23",0.4,1.66666666666667,0.23,0.42,0.156,44.0618177115819,0.03,0.022,0.013,0,0.33,0.36,0.11,0.5722,0.38,0.31,6.29,21.7,29.8,6.29,21.7,29.8,0,0.03,0,600,572.81,903.93,1532.35,0.9,0.85,0.05,1812616.3905667,73.780755485395,24567.6040946139
"24",0.8,0.25,0.48,0.41,0.089,64.162368213173,0.06,0.089,0.075,0,0.23,0.48,0.13,0.5905,0.35,0.37,6.79,13.7,40.3,6.79,13.7,40.3,0.03,0.03,0,2350,572.81,903.93,1382.35,0.9,0.75,0.015,8228845.88620824,39.8814559767154,206332.634671427
"25",0.6,0.54,0.03,0.74,0.027,100.647412780846,0.05,0.06,0.058,0,0.19,0.27,0.16,0.56,0.45,0.2,6.29,8.7,41.3,6.29,8.7,41.3,0,0.06,0,1650,622.81,1153.93,1232.35,0.8,0.7,0.027,5918131.2686427,149.006240048114,39717.3384599983
"26",0.2,0.3,0.04,0.85,0.057,52.7861634961368,0.1,0.013,0.098,0,0.23,0.35,0.12,0.916,0.86,0.4,6.79,19.7,37.8,6.79,19.7,37.8,0,0.03,0,1450,572.81,1203.93,1582.35,0.8,0.8,0.03,5114176.69105654,223.925908859637,22838.7001624821
"27",0.4,1.43333333333333,0.86,0.61,0.129,84.9004400493123,0.03,0.08,0.002,0,0.45,0.43,0.2,0.3894,0.29,0.14,5.79,8.7,39.8,5.79,8.7,39.8,0,0.06,0,550,472.81,653.93,1982.35,0.8,0.7,0.043,1741555.71847506,153.539240861662,11342.7401926794
"28",0.6,0.9,0.88,0.63,0.053,56.7279905187009,0.04,0.037,0.068,0,0.26,0.4,0.25,0.613,0.55,0.14,5.79,14.2,32.3,5.79,14.2,32.3,0.03,0.06,0,2500,422.81,753.93,2132.35,0.85,0.7,0.036,8344779.69411467,150.3204723279,55513.2615330788
"29",0.4,0.1,0.58,0.88,0.192,43.8524565680868,0.07,0.096,0.054,0,0.38,0.4,0.46,0.6379,0.29,0.49,6.29,15.2,31.3,6.29,15.2,31.3,0.03,0.03,0,1050,522.81,703.93,1182.35,0.8,0.75,0.007,3374470.74979118,180.792745222194,18664.857075122
"30",0.9,0.2375,0.76,0.82,0.04,35.2250559943576,0.08,0.045,0.023,0,0.48,0.19,0.28,0.9082,0.83,0.46,6.79,19.7,40.8,6.79,19.7,40.8,0,0.03,0,1900,422.81,1153.93,1682.35,0.85,0.85,0.019,6630647.03806054,68.9126605931742,96218.12568237
"31",0.8,0.725,0.23,0.35,0.035,57.7090446405651,0.04,0.022,0.088,0,0.16,0.16,0.15,0.8194,0.79,0.14,6.79,19.2,38.8,6.79,19.2,38.8,0,0,0,800,622.81,803.93,1382.35,0.85,0.8,0.029,2836504.38702953,31.4681819305972,90138.8072970155
"32",0.4,0.188888888888889,0.12,0.15,0.151,42.3953094783938,0.09,0.005,0.046,0,0.14,0.32,0.35,0.8108,0.78,0.14,6.29,14.2,35.8,6.29,14.2,35.8,0.06,0.06,0,1550,572.81,1003.93,1632.35,0.9,0.7,0.017,4994416.66438985,43.8906470057259,113792.277059354
"33",0.2,0.414285714285714,0.3,0.77,0.149,43.9194850126133,0.07,0.042,0.077,0,0.32,0.37,0.25,0.7933,0.61,0.47,6.29,22.7,25.8,6.29,22.7,25.8,0.03,0,0,2450,622.81,903.93,1532.35,0.85,0.7,0.029,8297585.73394637,284.362420449016,29179.6142431348
"34",0.8,0.24,0.25,0.14,0.129,35.12786129834,0.05,0.005,0.043,0,0.4,0.38,0.45,0.8869,0.87,0.13,6.79,12.2,21.3,6.79,12.2,21.3,0,0.03,0,850,572.81,803.93,1632.35,0.95,0.75,0.012,2831021.90314994,20.6076966692397,137376.920312288
"35",0,0.96,0.17,0.04,0.045,64.1332113473757,0.05,0.001,0.065,0,0.15,0.44,0.42,0.7624,0.73,0.12,5.79,20.2,25.8,5.79,20.2,25.8,0.03,0.03,0,2450,422.81,1003.93,1482.35,0.8,0.75,0.048,8926378.63484164,21.5669416866372,413891.722087439
"36",0.1,0.385714285714286,0.42,0.34,0.124,55.3365748126255,0.07,0.058,0.08,0,0.37,0.29,0.26,0.4696,0.32,0.22,6.29,12.7,23.8,6.29,12.7,23.8,0.06,0.06,0,2450,672.81,1053.93,1582.35,1,0.8,0.027,8095030.65803185,111.649080845632,72504.2301890886
"37",0.9,0.442857142857143,0.15,0.09,0.127,43.7744927972124,0.07,0.062,0.074,0,0.17,0.18,0.14,0.2364,0.17,0.08,5.79,11.7,29.3,5.79,11.7,29.3,0.06,0.03,0,1800,522.81,1003.93,1832.35,0.8,0.8,0.031,6120224.56438311,4.2748456942827,1431683.15351557
"38",0.8,0.35,0.82,0.4,0.095,41.7287942490876,0.1,0.093,0.038,0,0.44,0.3,0.44,0.3616,0.16,0.24,6.79,14.7,31.8,6.79,14.7,31.8,0.06,0.03,0,1450,472.81,1203.93,1182.35,0.95,0.75,0.035,4576571.21059883,61.8038022033427,74049.99445732
"39",0.2,1.66666666666667,0.81,0.32,0.109,27.9875000522651,0.03,0.041,0.016,0,0.37,0.45,0.14,0.9186,0.89,0.26,5.79,9.2,29.3,5.79,9.2,29.3,0.06,0.03,0,900,422.81,953.93,1082.35,1,0.85,0.05,2807287.07572652,106.022763816831,26478.1540743129
"40",0.6,0.414285714285714,0.51,0.45,0.167,75.9622987722982,0.07,0.027,0.072,0,0.44,0.3,0.49,0.5534,0.23,0.42,6.79,19.7,39.3,6.79,19.7,39.3,0.03,0.06,0,1050,572.81,1153.93,1782.35,0.85,0.65,0.029,3202730.86729672,103.678258386573,30891.0558215116
"41",0.2,0.125,0.67,0.39,0.131,67.9288217222007,0.04,0.016,0.035,0,0.25,0.38,0.21,0.4904,0.44,0.09,6.29,14.7,26.3,6.29,14.7,26.3,0.03,0.06,0,1850,672.81,753.93,1932.35,0.95,0.7,0.005,6152869.55580863,160.008576206528,38453.3735733449
"42",0.1,0.411111111111111,0.81,0.39,0.06,47.5891588274843,0.09,0.037,0.019,0,0.47,0.35,0.15,0.379,0.31,0.1,6.29,15.2,37.8,6.29,15.2,37.8,0,0.06,0,1700,422.81,753.93,1532.35,0.8,0.85,0.037,5952941.75036796,72.735191105417,81844.0380769772
"43",0.7,0.5,0.78,0.07,0.095,167.688710025089,0.04,0.055,0.084,0,0.33,0.3,0.25,0.67,0.34,0.5,6.29,19.7,40.8,6.29,19.7,40.8,0.03,0.03,0,1200,622.81,1003.93,1532.35,0.9,0.75,0.02,3834871.69210132,29.9369494817001,128098.278498465
"44",0.8,0.8,0.59,0.06,0.022,44.2856248107651,0.06,0.058,0.025,0,0.29,0.28,0.33,0.8758,0.82,0.31,6.79,8.2,25.3,6.79,8.2,25.3,0,0.03,0,1150,672.81,1153.93,2132.35,1,0.7,0.048,3569354.87620263,53.5714103330558,66627.9803725866
"45",0.1,0.466666666666667,0.2,0.86,0.026,67.920935829383,0.03,0.027,0.09,0,0.12,0.37,0.2,0.5486,0.39,0.26,6.29,22.2,24.8,6.29,22.2,24.8,0.03,0.03,0,2350,622.81,703.93,1682.35,0.9,0.8,0.014,8831272.74789508,277.584856585834,31814.6777043808
"46",0.8,0.42,0.51,0.44,0.116,33.9370000063857,0.1,0.073,0.029,0,0.31,0.22,0.18,0.8956,0.82,0.42,6.29,15.7,31.8,6.29,15.7,31.8,0.03,0.06,0,700,572.81,703.93,1332.35,0.8,0.7,0.042,1897976.77338833,63.7900169103834,29753.5079204437
"47",0.7,0.288888888888889,0.25,0.27,0.141,44.0544453936932,0.09,0.049,0.028,0,0.28,0.15,0.29,0.7459,0.67,0.23,5.79,24.2,34.8,5.79,24.2,34.8,0.03,0.03,0,1050,672.81,1103.93,1682.35,0.95,0.75,0.026,3364356.80696702,43.3494070661127,77610.2151025042
"48",0.5,0.5875,0.45,0.42,0.041,42.5556219116637,0.08,0.024,0.012,0,0.39,0.3,0.32,0.5008,0.22,0.36,5.79,13.7,39.3,5.79,13.7,39.3,0.06,0.06,0,1000,622.81,1103.93,1882.35,0.75,0.7,0.047,3380401.84334691,100.866375454021,33513.6642724693
"49",0.4,1.23333333333333,0.73,0.88,0.047,137.727002506326,0.03,0.065,0.026,0,0.12,0.42,0.32,0.6067,0.43,0.31,5.79,20.7,36.3,5.79,20.7,36.3,0.03,0.03,0,1600,422.81,603.93,1532.35,1,0.7,0.037,5748603.54969897,311.451177320234,18457.4789511496
"50",0.4,0.1375,0.07,0.43,0.084,121.290554367061,0.08,0.056,0.041,0,0.16,0.12,0.14,0.7946,0.74,0.21,6.79,13.7,22.3,6.79,13.7,22.3,0.03,0,0,2050,472.81,753.93,1182.35,0.9,0.65,0.011,7493408.06956592,154.289589834872,48567.1656628664
"51",0.9,0.766666666666667,0.02,0.48,0.092,32.3547403056062,0.03,0.064,0.091,0,0.15,0.35,0.41,0.1812,0.11,0.08,5.79,23.7,28.8,5.79,23.7,28.8,0.03,0.03,0,1900,522.81,953.93,1132.35,0.95,0.85,0.023,6705605.4924732,13.7868121455001,486378.244782414
"52",0.1,0.211111111111111,0.08,0.67,0.117,32.1587101409274,0.09,0.032,0.076,0,0.1,0.38,0.16,0.9132,0.86,0.38,6.29,13.2,33.8,6.29,13.2,33.8,0.03,0.03,0,2200,572.81,703.93,1632.35,0.75,0.7,0.019,7527382.09920435,248.523147929585,30288.4546647426
"53",0.5,0.54,0.85,0.09,0.051,41.3942721759531,0.05,0.028,0.099,0,0.16,0.36,0.21,0.6462,0.42,0.39,6.29,10.2,29.3,6.29,10.2,29.3,0.06,0.03,0,2000,472.81,1303.93,1682.35,0.9,0.7,0.027,6977127.19830818,36.1215950549233,193156.675049908
"54",0.4,0.9,0.84,0.05,0.192,44.3682365991863,0.03,0.072,0.03,0,0.4,0.38,0.13,0.8713,0.87,0.01,6.29,21.7,35.3,6.29,21.7,35.3,0.06,0.06,0,850,472.81,1303.93,1482.35,0.85,0.75,0.027,2183217.91535458,38.3290816225303,56959.828488853
"55",0,0.457142857142857,0.27,0.86,0.046,51.2700098031862,0.07,0.013,0.1,0,0.38,0.25,0.15,0.6095,0.29,0.45,6.29,20.7,28.3,6.29,20.7,28.3,0.03,0.06,0,1200,622.81,1303.93,1532.35,0.75,0.75,0.032,4185048.32070346,318.207368687497,13151.9528852064
"56",0.2,1.6,0.35,0.23,0.167,31.8105513309601,0.02,0.036,0.068,0,0.1,0.28,0.42,0.7424,0.54,0.44,6.79,18.2,22.3,6.79,18.2,22.3,0,0,0,2200,622.81,653.93,1532.35,0.95,0.65,0.032,7319957.93599681,112.034073271524,65336.8901285621
"57",0.6,0.675,0.43,0.57,0.059,69.9939574722619,0.04,0.071,0.02,0,0.14,0.11,0.39,0.13,0.13,0,6.29,14.7,27.8,6.29,14.7,27.8,0,0,0,1850,572.81,1003.93,1182.35,0.8,0.8,0.027,6940746.57552324,72.1028854884298,96261.7033771416
"58",0.4,0.333333333333333,0.47,0.05,0.051,182.797271787931,0.09,0.027,0.006,0,0.48,0.43,0.29,0.881,0.83,0.3,6.29,15.2,29.8,6.29,15.2,29.8,0.06,0,0,2200,622.81,853.93,1732.35,0.8,0.85,0.03,8074182.45753866,28.4091988177847,284210.142965526
"59",0.3,0.45,0.78,0.04,0.153,92.5115695498796,0.06,0.073,0.034,0,0.15,0.47,0.14,0.6688,0.54,0.28,6.29,8.2,21.8,6.29,8.2,21.8,0.03,0.06,0,2200,672.81,1153.93,1232.35,0.9,0.85,0.027,6912184.87851382,14.5985546820602,473484.192719983
"60",0.3,0.671428571428571,0.46,0.16,0.17,70.9651975575312,0.07,0.066,0.098,0,0.34,0.3,0.47,0.336,0.17,0.2,6.29,21.2,37.8,6.29,21.2,37.8,0.03,0.03,0,900,522.81,853.93,1682.35,0.9,0.7,0.047,2826397.54021869,57.8303531853308,48873.9456797168
"61",1,0.95,0.01,0.34,0.117,44.1494491724341,0.02,0.032,0.009,0,0.14,0.44,0.22,0.4372,0.16,0.33,6.29,10.2,24.3,6.29,10.2,24.3,0.06,0.03,0,1050,422.81,903.93,1282.35,0.9,0.8,0.019,3603080.35063246,1.77934221562714,2024950.74808448
"62",0.2,1.8,0.71,0.18,0.198,114.453052987119,0.02,0.091,0.059,0,0.43,0.13,0.3,0.601,0.58,0.05,6.29,18.7,34.3,6.29,18.7,34.3,0.03,0,0,1400,422.81,603.93,1732.35,0.95,0.65,0.036,4452563.62185349,90.7913214178323,49041.7316580543
"63",0.7,0.28,0.19,0.67,0.034,72.7270613402058,0.05,0.071,0.004,0,0.23,0.11,0.28,0.64,0.52,0.25,6.79,9.7,26.3,6.79,9.7,26.3,0.03,0.03,0,1100,372.81,1103.93,1432.35,0.8,0.8,0.014,4066378.96383455,66.4644188237196,61181.2912201883
"64",0.7,0.3,0.54,0.37,0.074,33.9598726375457,0.04,0.005,0.077,0,0.25,0.37,0.44,0.3955,0.35,0.07,6.79,18.2,34.3,6.79,18.2,34.3,0.06,0.03,0,2050,472.81,753.93,1332.35,0.75,0.65,0.012,7343889.82467384,55.5780509333372,132136.512550295
"65",1,1.55,0.53,0.8,0.035,38.9825905940912,0.02,0.085,0.094,0,0.27,0.38,0.16,0.28,0.25,0.04,5.79,17.2,30.3,5.79,17.2,30.3,0,0.03,0,800,472.81,753.93,1732.35,0.75,0.85,0.031,2850587.91134467,6.5087730517439,437960.870456362
"66",0.1,0.0888888888888889,0.8,0.31,0.184,30.4539964701613,0.09,0.046,0.03,0,0.47,0.46,0.12,0.655,0.31,0.5,6.79,14.7,38.3,6.79,14.7,38.3,0,0.03,0,750,572.81,853.93,1982.35,0.75,0.85,0.008,2419079.81328846,57.0796439033711,42380.7796941353
"67",0.8,0.45,0.88,0.23,0.12,73.8268552750254,0.04,0.032,0.086,0,0.45,0.2,0.19,0.5864,0.53,0.12,6.29,17.7,33.3,6.29,17.7,33.3,0.03,0.03,0,2200,422.81,1103.93,1482.35,0.85,0.65,0.018,7119965.18987518,61.3407277086415,116072.395223185
"68",0,0.457142857142857,0.44,0.33,0.056,72.7270613402058,0.07,0.09,0.066,0,0.16,0.17,0.22,0.787,0.7,0.29,5.79,17.7,22.8,5.79,17.7,22.8,0,0.06,0,800,472.81,753.93,1632.35,0.95,0.85,0.032,2695203.31517186,99.0563616530264,27208.7856872089
"69",0.3,0.142857142857143,0.18,0.45,0.173,61.1369082401344,0.07,0.094,0.018,0,0.28,0.22,0.2,0.4744,0.27,0.28,6.79,15.2,20.3,6.79,15.2,20.3,0.03,0,0,1000,672.81,653.93,1982.35,0.95,0.8,0.01,3350861.89008305,104.810100706287,31970.7916269759
"70",0.3,0.25,0.77,0.11,0.085,41.7270831971005,0.06,0.04,0.011,0,0.16,0.18,0.14,0.5511,0.33,0.33,6.29,12.2,26.8,6.29,12.2,26.8,0.03,0,0,1700,472.81,1053.93,1782.35,0.9,0.75,0.015,6155436.92192286,35.4861126933815,173460.445642751
"71",0.2,0.4875,0.15,0.86,0.15,49.1830182227561,0.08,0.015,0.097,0,0.49,0.24,0.41,0.6274,0.31,0.46,6.79,11.2,28.3,6.79,11.2,28.3,0.06,0.03,0,2450,472.81,903.93,1732.35,0.95,0.75,0.039,8078528.88418333,290.990580684512,27762.1662707425
"72",0.5,0.555555555555555,0.54,0.86,0.168,86.4126017563524,0.09,0.071,0.095,0,0.34,0.15,0.32,0.4654,0.19,0.34,6.29,18.7,24.3,6.29,18.7,24.3,0.06,0.06,0,1700,572.81,1203.93,982.35,0.85,0.75,0.05,5232903.94683068,159.815678622862,32743.3703121172
"73",0.5,0.42,0.85,0.39,0.066,98.1874294392303,0.1,0.035,0.078,0,0.49,0.4,0.31,0.8206,0.77,0.22,6.79,11.7,19.8,6.79,11.7,19.8,0.03,0,0,1200,472.81,903.93,1482.35,1,0.8,0.042,3694209.9082221,163.533142809725,22589.9768374195
"74",0.7,0.475,0.43,0.56,0.054,44.7729918510378,0.08,0.065,0.089,0,0.39,0.3,0.42,0.688,0.6,0.22,6.79,18.7,22.3,6.79,18.7,22.3,0,0,0,850,372.81,853.93,1582.35,0.85,0.65,0.038,2957218.88167173,119.480975052852,24750.5419198631
"75",0.9,0.214285714285714,0.87,0.21,0.135,57.00246978813,0.07,0.076,0.077,0,0.23,0.34,0.38,0.3682,0.19,0.22,5.79,13.2,37.8,5.79,13.2,37.8,0.06,0,0,2000,372.81,903.93,1982.35,0.9,0.65,0.015,6730382.53881219,22.8942605711165,293976.847075081
"76",0.7,0.0857142857142857,0.68,0.86,0.033,38.7320558283179,0.07,0.088,0.042,0,0.32,0.29,0.14,0.408,0.2,0.26,6.79,15.2,35.3,6.79,15.2,35.3,0,0.03,0,1050,622.81,1253.93,1282.35,0.95,0.7,0.006,3890843.56039718,151.14818874109,25741.913236301
"77",0.2,0.4,0.89,0.05,0.138,84.2291906890689,0.08,0.022,0.038,0,0.15,0.35,0.2,0.92,0.84,0.5,6.29,23.7,21.3,6.29,23.7,21.3,0,0,0,1950,672.81,1103.93,1482.35,0.95,0.85,0.032,6215705.07257953,26.8831657123642,231211.797713273
"78",0.7,0.28,0.07,0.05,0.026,59.3602910510225,0.05,0.096,0.037,0,0.29,0.48,0.29,0.865,0.75,0.46,6.79,11.2,29.8,6.79,11.2,29.8,0,0,0,1950,572.81,703.93,1932.35,0.85,0.65,0.014,7487547.81127095,14.9998310071026,499175.477892086
"79",0.1,0.94,0.83,0.1,0.036,66.7922753985283,0.05,0.017,0.015,0,0.28,0.22,0.34,0.842,0.8,0.21,6.79,10.7,23.3,6.79,10.7,23.3,0,0.03,0,550,422.81,953.93,1232.35,0.75,0.85,0.047,1755412.75770846,39.4375964071621,44511.149705606
"80",0.1,0.65,0.42,0.56,0.128,34.5562411231617,0.06,0.055,0.08,0,0.2,0.2,0.45,0.3695,0.35,0.03,6.79,17.7,27.3,6.79,17.7,27.3,0.06,0.06,0,500,572.81,1253.93,1982.35,1,0.85,0.039,1610889.68841504,133.057444074264,12106.7235254868
"81",0.8,0.48,0.23,0.14,0.148,36.0591727898493,0.05,0.03,0.07,0,0.14,0.12,0.49,0.6544,0.52,0.28,6.79,17.2,21.8,6.79,17.2,21.8,0.03,0.06,0,1000,622.81,703.93,1432.35,0.75,0.85,0.024,3144350.63511567,8.68591788688263,362005.567640034
"82",0,0.283333333333333,0.67,0.05,0.161,72.7270613402058,0.06,0.082,0.038,0,0.16,0.27,0.36,0.7976,0.77,0.12,5.79,14.7,30.8,5.79,14.7,30.8,0.06,0.03,0,2150,572.81,1053.93,1882.35,0.85,0.85,0.017,7082203.56509895,13.2545161722753,534323.808809627
"83",0.5,0.516666666666667,0.04,0.1,0.169,85.5253522876832,0.06,0.082,0.014,0,0.4,0.32,0.22,0.4816,0.28,0.28,6.79,23.2,28.8,6.79,23.2,28.8,0.06,0.03,0,1100,622.81,1003.93,1482.35,0.85,0.7,0.031,3487035.87413155,27.7242011993083,125775.882560633
"84",0.4,0.65,0.46,0.81,0.053,95.9532487490035,0.04,0.038,0.068,0,0.12,0.15,0.3,0.4926,0.14,0.41,6.29,22.2,33.8,6.29,22.2,33.8,0.06,0.03,0,1350,522.81,853.93,1632.35,0.8,0.8,0.026,4880910.31755956,147.291709326599,33137.712501773
"85",0.9,0.255555555555556,0.89,0,0.17,62.8710963438653,0.09,0.029,0.031,0,0.3,0.24,0.16,0.86,0.8,0.3,6.29,21.2,38.8,6.29,21.2,38.8,0.03,0.03,0,1950,622.81,853.93,1582.35,0.75,0.7,0.023,5347509.19243642,51.8080811717844,103217.665497111
"86",0.1,0.3625,0.07,0.74,0.082,63.8456538294009,0.08,0.087,0.058,0,0.27,0.1,0.4,0.7086,0.53,0.38,6.29,14.7,23.8,6.29,14.7,23.8,0.03,0,0,2200,622.81,953.93,1482.35,0.85,0.7,0.029,7926402.2265992,324.406043985818,24433.5836940995
"87",0.8,0.575,0.81,0.49,0.066,45.5564999931235,0.04,0.004,0.002,0,0.26,0.28,0.17,0.7858,0.66,0.37,6.79,19.7,33.3,6.79,19.7,33.3,0.03,0.06,0,700,522.81,703.93,2032.35,0.95,0.65,0.023,2014340.50484161,91.587795153491,21993.5473003341
"88",0.8,0.633333333333333,0.54,0.78,0.087,74.1356813926013,0.06,0.059,0.062,0,0.11,0.49,0.37,0.7228,0.56,0.37,6.29,20.7,38.3,6.29,20.7,38.3,0,0.03,0,900,622.81,1053.93,1732.35,0.9,0.75,0.038,2751278.46473985,77.7146515558188,35402.3135877246
