"","eta","lambda_obs","sigma0","rho","mu","nuC","pH","pU","pV","deltaC","deltaH","deltaU","deltaV","thetaH","epsilonC","epsilonH","LMH","LMU","LMV","LNH","LNU","LNV","ky","kc","cs","cd","cH","cU","cV","q0","qs","y_hobs","COST","LYG","ICER"
"4704",0.9,0.275,0.41,0.58,0.17,50.1379781282557,0.04,0.07,0.015,0,0.31,0.44,0.43,0.7509,0.53,0.47,5.79,14.7,19.3,5.79,14.7,19.3,0.03,0.06,0,2150,572.81,653.93,2082.35,0.8,0.7,0.011,12266188.6655275,66.1803460872657,185344.885464231
"4705",0.6,0.1,0.73,0.4,0.181,50.6993924673806,0.07,0.012,0.061,0,0.23,0.26,0.42,0.8569,0.73,0.47,5.79,21.7,26.8,5.79,21.7,26.8,0.06,0.03,0,2350,372.81,703.93,1332.35,0.85,0.8,0.007,14070472.4069331,96.271790544708,146153.637813549
"4706",0.1,0.4,0.27,0.24,0.108,73.22738439532,0.04,0.01,0.018,0,0.23,0.3,0.14,0.448,0.2,0.31,5.79,19.7,30.3,5.79,19.7,30.3,0.03,0.03,0,800,622.81,1053.93,1032.35,0.85,0.7,0.016,5559688.9241469,209.498107078418,26538.1344093282
"4707",0.8,1.13333333333333,0.72,0.08,0.072,79.3437156165259,0.03,0.089,0.089,0,0.32,0.16,0.21,0.3932,0.26,0.18,5.79,13.2,36.8,5.79,13.2,36.8,0,0,0,2000,522.81,753.93,1832.35,0.8,0.85,0.034,15307899.8125948,90.3434796671027,169441.1137251
"4708",0.7,1.3,0.73,0.11,0.021,33.7053763293125,0.02,0.046,0.067,0,0.2,0.23,0.19,0.6519,0.41,0.41,6.29,11.2,27.3,6.29,11.2,27.3,0,0.03,0,700,572.81,903.93,2082.35,0.95,0.65,0.026,5325850.01720889,135.659201742302,39259.0399236305
"4709",0.1,0.65,0.1,0.28,0.105,47.0846659056867,0.06,0.081,0.02,0,0.28,0.14,0.19,0.8658,0.78,0.39,5.79,22.2,20.3,5.79,22.2,20.3,0.03,0.03,0,2450,422.81,803.93,1232.35,0.75,0.85,0.039,17014701.2275335,151.330221568523,112434.25834693
"4710",0.5,0.328571428571429,0.55,0.68,0.199,64.162368213173,0.07,0.089,0.018,0,0.43,0.25,0.21,0.694,0.49,0.4,6.79,19.7,30.3,6.79,19.7,30.3,0.03,0.03,0,1200,572.81,853.93,1632.35,0.9,0.75,0.023,6572003.89532394,273.102942064974,24064.2002815202
"4711",0,0.8,0.16,0.59,0.191,41.206635968074,0.06,0.052,0.099,0,0.39,0.29,0.35,0.6913,0.51,0.37,6.29,13.2,34.3,6.29,13.2,34.3,0.03,0.06,0,2250,472.81,803.93,1632.35,1,0.7,0.048,12026819.9622903,589.861302870086,20389.2337126905
"4712",0.5,1.16666666666667,0.17,0.35,0.051,46.3445530914514,0.03,0.032,0.096,0,0.48,0.32,0.38,0.5442,0.14,0.47,6.29,14.7,26.8,6.29,14.7,26.8,0.03,0.03,0,2300,472.81,953.93,1882.35,0.95,0.8,0.035,18049635.0023422,211.313021988684,85416.5769457824
"4713",0.9,0.825,0.7,0.02,0.051,31.8737823441853,0.04,0.021,0.074,0,0.34,0.24,0.31,0.545,0.35,0.3,5.79,23.2,19.8,5.79,23.2,19.8,0.03,0,0,550,622.81,1153.93,1932.35,0.75,0.8,0.033,3824001.58134849,113.916930987236,33568.3339448193
"4714",0,0.36,0.71,0.69,0.107,43.6748763104174,0.05,0.034,0.044,0,0.25,0.41,0.18,0.7696,0.76,0.04,6.79,11.2,29.8,6.79,11.2,29.8,0.03,0.03,0,1300,622.81,1303.93,1682.35,1,0.75,0.018,9078407.23751985,643.144092595286,14115.6660568639
"4715",0.2,0.383333333333333,0.56,0.28,0.137,49.8077871083199,0.06,0.079,0.032,0,0.39,0.39,0.1,0.412,0.3,0.16,6.29,23.2,23.3,6.29,23.2,23.3,0.03,0.03,0,2050,422.81,853.93,1982.35,0.85,0.75,0.023,13284145.989922,176.796203099401,75138.185984985
"4716",0,0.466666666666667,0.3,0.76,0.072,35.2250559943576,0.03,0.02,0.039,0,0.37,0.11,0.32,0.904,0.84,0.4,6.29,12.7,34.3,6.29,12.7,34.3,0.03,0.03,0,1100,622.81,653.93,1732.35,0.95,0.8,0.014,8294994.71009289,605.586133843493,13697.4647313121
"4717",0.5,0.96,0.89,0.59,0.192,47.9004725116476,0.05,0.099,0.095,0,0.49,0.48,0.22,0.9142,0.87,0.34,5.79,11.2,27.3,5.79,11.2,27.3,0.03,0.03,0,2300,522.81,1153.93,2032.35,0.85,0.65,0.048,11184802.1936309,600.586842059177,18623.1222703492
